accommodates,bedrooms,beds,bathrooms,longitude,neighbourhood_cleansed,room_type,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,nb_amenities,people_per_bedroom,amenities_per_person
6.0,2.0,3.0,1.0,-122.34369079982112,7.0,0.0,10.0,10.0,93.0,10.0,10.0,17.0,2.0,20.0
5.0,2.0,2.0,2.0,-122.32310136961593,3.0,0.0,4.0,10.0,100.0,10.0,10.0,25.0,1.6666666666666667,20.0
4.0,2.0,2.0,1.0,-122.31834048094842,14.0,0.0,10.0,10.0,100.0,10.0,10.0,11.0,1.3333333333333333,1.0
3.0,1.0,2.0,1.0,-122.33428392247328,1.0,0.0,5.0,10.0,100.0,10.0,10.0,12.0,1.5,7.0
4.0,1.0,2.0,1.0,-122.34131427066426,15.0,0.0,10.0,10.0,93.0,9.0,10.0,17.0,2.0,9.0
3.0,1.0,2.0,1.0,-122.39757540885633,15.0,0.0,4.0,9.0,100.0,10.0,10.0,22.0,1.5,20.0
8.0,2.0,4.0,2.0,-122.33545893582546,7.0,0.0,1.0,6.0,100.0,10.0,10.0,26.0,2.6666666666666665,20.0
5.0,3.0,4.0,1.0,-122.39140079237762,15.0,0.0,3.0,10.0,98.0,10.0,10.0,21.0,1.25,10.0
9.0,4.0,6.0,1.5,-122.30786321179876,11.0,0.0,0.0,8.0,96.0,10.0,10.0,20.0,1.8,0.0
6.0,2.0,3.0,1.0,-122.32597613377762,14.0,0.0,10.0,10.0,96.0,9.0,10.0,8.0,2.0,20.0
1.0,1.0,1.0,1.0,-122.3837191303833,15.0,1.0,0.0,8.0,96.0,10.0,10.0,13.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.2952623242652,15.0,1.0,1.0,7.0,100.0,10.0,10.0,11.0,1.0,11.0
1.0,1.0,1.0,1.5,-122.29649327925073,15.0,1.0,7.0,10.0,96.0,10.0,10.0,15.0,0.5,20.0
2.0,0.0,1.0,1.0,-122.32891105159128,13.0,0.0,10.0,10.0,96.0,10.0,10.0,11.0,2.0,11.0
2.0,1.0,1.0,1.0,-122.34279332885806,7.0,0.0,1.0,3.0,100.0,10.0,10.0,13.0,1.0,13.0
8.0,3.0,3.0,2.5,-122.37630760672914,15.0,0.0,7.0,10.0,100.0,10.0,10.0,21.0,2.0,2.0
2.0,1.0,1.0,1.0,-122.29119220433402,15.0,1.0,8.0,10.0,100.0,10.0,10.0,6.0,1.0,0.0
4.0,1.0,1.0,1.0,-122.34275704323512,7.0,0.0,4.0,10.0,80.0,8.0,9.0,14.0,2.0,6.0
2.0,1.0,1.0,1.0,-122.32282648356625,15.0,1.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
2.0,0.0,1.0,0.5,-122.35756808051303,7.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,13.0
7.0,3.0,4.0,2.0,-122.3904658639568,15.0,0.0,10.0,10.0,96.0,10.0,9.0,15.0,1.75,20.0
5.0,2.0,2.0,2.5,-122.34484750829438,2.0,0.0,0.0,8.0,96.0,10.0,10.0,18.0,1.6666666666666667,7.0
6.0,3.0,5.0,3.5,-122.34450403862124,6.0,0.0,5.0,10.0,100.0,10.0,10.0,14.0,1.5,0.0
2.0,1.0,1.0,1.0,-122.3471595124543,4.0,1.0,4.0,10.0,100.0,10.0,9.0,16.0,1.0,16.0
1.0,1.0,1.0,1.5,-122.35084688804072,4.0,1.0,4.0,10.0,100.0,10.0,10.0,7.0,0.5,10.0
2.0,1.0,1.0,1.0,-122.30900255142302,15.0,1.0,10.0,10.0,93.0,8.0,10.0,11.0,1.0,11.0
5.0,2.0,4.0,1.0,-122.38413221284148,0.0,0.0,3.0,10.0,100.0,10.0,10.0,12.0,1.6666666666666667,0.0
2.0,1.0,1.0,2.0,-122.29839937358103,15.0,1.0,4.0,10.0,60.0,4.0,9.0,9.0,1.0,7.0
3.0,1.0,1.0,1.0,-122.34934183156416,10.0,0.0,0.0,8.0,96.0,10.0,10.0,14.0,1.5,10.0
5.0,3.0,3.0,2.5,-122.38638673198275,15.0,0.0,4.0,10.0,100.0,10.0,10.0,14.0,1.25,2.0
4.0,1.0,2.0,1.0,-122.37436117067983,15.0,1.0,1.0,10.0,90.0,8.0,10.0,4.0,2.0,20.0
2.0,1.0,1.0,1.5,-122.30806037546648,8.0,1.0,10.0,10.0,98.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.32785335416446,15.0,0.0,10.0,10.0,100.0,10.0,10.0,14.0,1.0,14.0
4.0,1.0,2.0,1.0,-122.3130781723403,14.0,0.0,10.0,10.0,96.0,10.0,10.0,19.0,2.0,20.0
5.0,2.0,3.0,1.0,-122.33791231361248,13.0,0.0,5.0,10.0,80.0,9.0,9.0,12.0,1.6666666666666667,0.0
2.0,1.0,1.0,1.0,-122.31116544920825,9.0,1.0,5.0,10.0,80.0,6.0,9.0,11.0,1.0,11.0
2.0,1.0,1.0,1.0,-122.34488929397256,4.0,1.0,2.0,10.0,94.0,10.0,10.0,9.0,1.0,7.0
4.0,1.0,2.0,1.0,-122.29791621567372,11.0,0.0,10.0,10.0,93.0,10.0,10.0,23.0,2.0,20.0
4.0,2.0,2.0,1.0,-122.3121520302354,8.0,0.0,5.0,3.0,100.0,10.0,10.0,12.0,1.3333333333333333,3.0
4.0,2.0,2.0,2.0,-122.34273678549263,15.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,1.3333333333333333,9.0
5.0,2.0,2.0,1.0,-122.33490050276338,15.0,0.0,10.0,10.0,98.0,10.0,10.0,25.0,1.6666666666666667,20.0
4.0,1.0,2.0,1.0,-122.30322582970776,12.0,0.0,10.0,10.0,82.0,8.0,9.0,11.0,2.0,1.0
6.0,2.0,3.0,2.0,-122.33751769765104,7.0,0.0,10.0,10.0,92.0,9.0,9.0,25.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.29313943380076,15.0,1.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.388556377128,15.0,1.0,4.0,10.0,100.0,10.0,10.0,23.0,1.0,20.0
4.0,1.0,3.0,1.0,-122.38538535838536,0.0,0.0,4.0,2.0,100.0,10.0,10.0,11.0,2.0,1.0
2.0,1.0,1.0,1.0,-122.32868197954168,3.0,1.0,3.0,10.0,97.0,10.0,10.0,17.0,1.0,17.0
3.0,1.0,1.0,1.0,-122.32870269270516,3.0,0.0,10.0,10.0,97.0,10.0,9.0,22.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.3586108085457,6.0,1.0,10.0,10.0,99.0,10.0,10.0,13.0,1.0,13.0
8.0,2.0,4.0,2.0,-122.41166700268096,15.0,0.0,10.0,10.0,96.0,10.0,10.0,15.0,2.6666666666666665,20.0
2.0,1.0,1.0,1.0,-122.3126486673478,15.0,0.0,10.0,10.0,99.0,10.0,9.0,17.0,1.0,17.0
1.0,1.0,1.0,1.0,-122.3544290990173,5.0,1.0,0.0,8.0,96.0,10.0,10.0,17.0,0.5,20.0
2.0,1.0,2.0,1.0,-122.33919154815946,15.0,0.0,9.0,10.0,91.0,9.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.0,-122.34633351817844,2.0,0.0,10.0,10.0,94.0,9.0,10.0,11.0,1.0,11.0
6.0,2.0,3.0,2.5,-122.2625186224707,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,20.0
3.0,1.0,1.0,1.0,-122.31187606074116,15.0,0.0,6.0,10.0,85.0,9.0,10.0,18.0,1.5,20.0
3.0,1.0,2.0,1.0,-122.38023362420324,15.0,1.0,6.0,10.0,90.0,10.0,10.0,13.0,1.5,20.0
4.0,1.0,2.0,1.0,-122.3581238557429,4.0,0.0,10.0,10.0,96.0,10.0,9.0,19.0,2.0,20.0
6.0,3.0,4.0,1.5,-122.32388010549494,13.0,0.0,4.0,10.0,100.0,8.0,8.0,15.0,1.5,20.0
4.0,1.0,2.0,1.0,-122.35537276101776,6.0,0.0,0.0,8.0,96.0,10.0,10.0,15.0,2.0,7.0
2.0,1.0,1.0,1.0,-122.3321661553665,15.0,0.0,0.0,8.0,96.0,10.0,10.0,23.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.35879467130437,4.0,0.0,10.0,10.0,100.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.35217797283892,15.0,0.0,4.0,10.0,100.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,2.0,-122.3097739411299,15.0,1.0,5.0,10.0,100.0,10.0,10.0,11.0,1.0,11.0
2.0,1.0,1.0,1.0,-122.35434337529122,6.0,1.0,8.0,10.0,93.0,10.0,10.0,19.0,1.0,19.0
6.0,3.0,3.0,2.5,-122.39555060802635,15.0,0.0,8.0,10.0,100.0,10.0,10.0,13.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.3521097093964,4.0,1.0,7.0,10.0,95.0,9.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.34811385972382,6.0,1.0,10.0,10.0,98.0,10.0,10.0,10.0,1.0,8.0
4.0,2.0,2.0,1.0,-122.349092257617,15.0,0.0,5.0,10.0,93.0,9.0,7.0,15.0,1.3333333333333333,7.0
4.0,1.0,3.0,1.0,-122.32560916002753,14.0,0.0,0.0,8.0,96.0,10.0,10.0,11.0,2.0,1.0
4.0,2.0,2.0,2.0,-122.35840538630248,10.0,0.0,0.0,8.0,96.0,10.0,10.0,14.0,1.3333333333333333,6.0
2.0,0.0,1.0,1.0,-122.27069213420435,15.0,0.0,10.0,10.0,94.0,10.0,9.0,5.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.34606015334288,4.0,1.0,7.0,10.0,88.0,8.0,10.0,11.0,1.0,11.0
4.0,3.0,2.0,1.0,-122.38159015581776,15.0,0.0,1.0,10.0,100.0,10.0,10.0,9.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.36113787103372,15.0,1.0,0.0,8.0,96.0,10.0,10.0,15.0,1.0,15.0
4.0,1.0,2.0,1.0,-122.32652306493708,14.0,1.0,1.0,7.0,96.0,10.0,10.0,4.0,2.0,20.0
4.0,2.0,2.0,2.0,-122.3172294011493,3.0,0.0,1.0,10.0,100.0,10.0,10.0,17.0,1.3333333333333333,9.0
2.0,1.0,1.0,1.0,-122.34624988672252,4.0,0.0,9.0,10.0,94.0,9.0,10.0,12.0,1.0,12.0
1.0,1.0,1.0,0.5,-122.309732056787,12.0,1.0,0.0,8.0,96.0,10.0,10.0,9.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.30950011171733,11.0,0.0,10.0,10.0,94.0,9.0,10.0,9.0,1.0,7.0
2.0,1.0,1.0,1.5,-122.39034762933292,0.0,1.0,0.0,8.0,96.0,10.0,10.0,19.0,1.0,19.0
4.0,2.0,2.0,1.0,-122.32039966253306,14.0,0.0,10.0,3.0,98.0,10.0,10.0,13.0,1.3333333333333333,4.0
5.0,2.0,3.0,1.0,-122.33413317558308,13.0,0.0,10.0,10.0,96.0,10.0,10.0,19.0,1.6666666666666667,20.0
2.0,0.0,1.0,1.0,-122.2820305689717,15.0,0.0,10.0,10.0,86.0,9.0,9.0,8.0,2.0,5.0
4.0,2.0,2.0,1.0,-122.34130100797616,15.0,0.0,10.0,10.0,99.0,10.0,9.0,15.0,1.3333333333333333,7.0
5.0,3.0,3.0,1.0,-122.35068463853364,5.0,0.0,10.0,10.0,85.0,9.0,9.0,12.0,1.25,0.0
6.0,2.0,4.0,2.0,-122.33784289477968,1.0,0.0,5.0,10.0,73.0,10.0,10.0,19.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.34396424619324,2.0,0.0,10.0,10.0,98.0,10.0,9.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.31676967675524,9.0,1.0,10.0,10.0,94.0,9.0,9.0,8.0,1.0,5.0
4.0,2.0,3.0,1.0,-122.29833910419516,11.0,0.0,8.0,10.0,80.0,8.0,10.0,12.0,1.3333333333333333,3.0
2.0,1.0,1.0,1.0,-122.3518486179395,4.0,1.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
6.0,2.0,3.0,1.0,-122.28527866611972,15.0,0.0,10.0,10.0,94.0,9.0,10.0,21.0,2.0,7.0
4.0,2.0,2.0,1.0,-122.31073313873723,8.0,0.0,6.0,10.0,90.0,10.0,10.0,13.0,1.3333333333333333,4.0
3.0,1.0,1.0,1.0,-122.34960002538058,7.0,0.0,4.0,10.0,100.0,10.0,10.0,24.0,1.5,18.0
2.0,1.0,1.0,1.0,-122.3248900919911,13.0,1.0,5.0,10.0,73.0,7.0,9.0,15.0,1.0,15.0
5.0,3.0,3.0,2.5,-122.38396354226109,15.0,0.0,10.0,10.0,98.0,10.0,10.0,14.0,1.25,2.0
4.0,1.0,2.0,1.0,-122.33908947783549,1.0,0.0,2.0,10.0,94.0,10.0,10.0,24.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.3377743573903,15.0,1.0,3.0,10.0,100.0,10.0,10.0,22.0,1.0,20.0
4.0,1.0,2.0,1.0,-122.28955653874908,15.0,0.0,10.0,10.0,93.0,10.0,9.0,15.0,2.0,7.0
2.0,1.0,1.0,1.0,-122.35189553618258,4.0,1.0,8.0,10.0,97.0,10.0,10.0,13.0,1.0,13.0
4.0,1.0,2.0,1.0,-122.34659165527498,7.0,0.0,3.0,10.0,96.0,10.0,10.0,22.0,2.0,20.0
2.0,0.0,1.0,1.0,-122.31409219737309,14.0,0.0,10.0,10.0,89.0,9.0,10.0,8.0,2.0,5.0
2.0,1.0,1.0,1.0,-122.32063135008796,15.0,1.0,10.0,10.0,99.0,10.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.0,-122.38222538573548,15.0,0.0,10.0,10.0,97.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.32315848757608,14.0,0.0,0.0,8.0,96.0,10.0,10.0,10.0,1.0,8.0
4.0,1.0,2.0,1.0,-122.33768605553892,13.0,0.0,6.0,1.0,95.0,10.0,10.0,11.0,2.0,1.0
4.0,2.0,2.0,1.0,-122.31188220898946,8.0,0.0,4.0,9.0,90.0,10.0,10.0,11.0,1.3333333333333333,1.0
4.0,1.0,1.0,1.0,-122.3274871848208,14.0,0.0,10.0,10.0,96.0,8.0,10.0,11.0,2.0,1.0
6.0,3.0,5.0,2.0,-122.29451687656584,15.0,0.0,10.0,10.0,96.0,10.0,9.0,14.0,1.5,0.0
2.0,1.0,2.0,1.0,-122.31291185698112,8.0,1.0,5.0,10.0,100.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.28928912722868,15.0,1.0,10.0,10.0,97.0,10.0,9.0,16.0,1.0,16.0
8.0,4.0,5.0,3.0,-122.3818521633808,15.0,0.0,1.0,10.0,100.0,10.0,10.0,13.0,1.6,20.0
2.0,1.0,1.0,1.0,-122.3103084980681,15.0,1.0,8.0,10.0,90.0,10.0,9.0,5.0,1.0,20.0
5.0,2.0,3.0,1.0,-122.36797266885502,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,1.6666666666666667,20.0
8.0,3.0,3.0,2.5,-122.3426827769605,4.0,0.0,10.0,10.0,96.0,9.0,10.0,11.0,2.0,20.0
3.0,1.0,1.0,1.0,-122.34436131157774,15.0,0.0,5.0,10.0,93.0,9.0,10.0,17.0,1.5,20.0
2.0,1.0,1.0,2.0,-122.29447913891734,15.0,1.0,10.0,10.0,93.0,10.0,9.0,6.0,1.0,0.0
1.0,1.0,1.0,1.0,-122.30427446374632,15.0,1.0,1.0,0.0,80.0,6.0,6.0,14.0,0.5,20.0
3.0,1.0,2.0,1.0,-122.33867795269413,1.0,0.0,10.0,10.0,93.0,9.0,10.0,17.0,1.5,20.0
5.0,3.0,3.0,1.0,-122.3576312300758,10.0,0.0,10.0,9.0,89.0,9.0,9.0,12.0,1.25,0.0
5.0,2.0,2.0,2.0,-122.38890631386724,0.0,0.0,7.0,10.0,100.0,10.0,10.0,17.0,1.6666666666666667,20.0
4.0,2.0,2.0,1.0,-122.27806790942398,15.0,0.0,0.0,8.0,96.0,10.0,10.0,14.0,1.3333333333333333,6.0
6.0,2.0,3.0,2.0,-122.33757060558388,1.0,0.0,10.0,10.0,91.0,9.0,10.0,23.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.29734412309143,11.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
3.0,1.0,1.0,1.0,-122.33620580141302,7.0,0.0,10.0,10.0,90.0,9.0,9.0,9.0,1.5,20.0
4.0,1.0,2.0,1.0,-122.32357163296597,3.0,0.0,0.0,8.0,96.0,10.0,10.0,7.0,2.0,20.0
4.0,0.0,1.0,1.0,-122.32941397086329,3.0,0.0,0.0,8.0,96.0,10.0,10.0,9.0,4.0,20.0
6.0,3.0,3.0,1.5,-122.36444347330422,15.0,0.0,10.0,10.0,92.0,9.0,10.0,13.0,1.5,20.0
2.0,0.0,1.0,1.0,-122.33415131299296,13.0,0.0,7.0,4.0,88.0,10.0,10.0,10.0,2.0,8.0
2.0,1.0,1.0,1.0,-122.32873866995098,3.0,1.0,10.0,10.0,98.0,10.0,10.0,27.0,1.0,20.0
4.0,2.0,2.0,1.5,-122.36117756769092,5.0,0.0,6.0,10.0,100.0,10.0,10.0,8.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.0,-122.30556171621502,11.0,0.0,10.0,10.0,98.0,10.0,10.0,20.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.3582030771016,4.0,2.0,9.0,10.0,94.0,10.0,10.0,14.0,1.0,14.0
2.0,0.0,1.0,1.0,-122.38564003924304,15.0,0.0,10.0,10.0,100.0,10.0,10.0,19.0,2.0,19.0
2.0,1.0,1.0,1.0,-122.35325289784844,5.0,1.0,1.0,10.0,100.0,10.0,10.0,9.0,1.0,7.0
2.0,1.0,1.0,1.0,-122.31758916284774,14.0,1.0,10.0,10.0,93.0,9.0,10.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.29561205303987,15.0,1.0,0.0,8.0,96.0,10.0,10.0,26.0,1.0,20.0
2.0,1.0,2.0,1.0,-122.40010272499178,15.0,1.0,3.0,10.0,95.0,10.0,10.0,10.0,1.0,8.0
1.0,1.0,1.0,1.0,-122.32158516482085,15.0,2.0,10.0,10.0,89.0,9.0,9.0,15.0,0.5,20.0
5.0,2.0,6.0,1.0,-122.35330530832056,5.0,0.0,4.0,3.0,90.0,8.0,10.0,19.0,1.6666666666666667,20.0
2.0,1.0,1.0,1.0,-122.29716544042702,15.0,1.0,0.0,8.0,96.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.3474027196648,7.0,0.0,10.0,10.0,98.0,10.0,10.0,19.0,1.0,19.0
4.0,0.0,2.0,1.0,-122.3456451302312,7.0,0.0,10.0,10.0,96.0,10.0,10.0,11.0,4.0,1.0
2.0,1.0,1.0,1.0,-122.38898134331578,0.0,1.0,10.0,10.0,96.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.34512025210604,2.0,1.0,1.0,10.0,80.0,10.0,8.0,21.0,1.0,20.0
5.0,2.0,2.0,2.0,-122.33278093615678,1.0,0.0,1.0,7.0,100.0,10.0,10.0,26.0,1.6666666666666667,13.0
2.0,1.0,1.0,1.0,-122.31717553174882,14.0,1.0,4.0,10.0,100.0,10.0,10.0,17.0,1.0,17.0
5.0,2.0,2.0,1.5,-122.34066084877456,7.0,0.0,10.0,10.0,90.0,10.0,10.0,19.0,1.6666666666666667,20.0
6.0,3.0,3.0,2.0,-122.37616240582574,15.0,0.0,0.0,8.0,96.0,10.0,10.0,15.0,1.5,20.0
3.0,1.0,1.0,1.0,-122.3452415261875,2.0,0.0,8.0,10.0,87.0,9.0,8.0,15.0,1.5,20.0
3.0,2.0,2.0,1.0,-122.3706386673207,15.0,0.0,7.0,10.0,100.0,9.0,9.0,12.0,1.0,7.0
8.0,2.0,4.0,1.0,-122.3227390312922,15.0,0.0,10.0,10.0,98.0,10.0,9.0,20.0,2.6666666666666665,20.0
2.0,0.0,1.0,1.0,-122.27553032447004,15.0,0.0,0.0,8.0,96.0,10.0,10.0,11.0,2.0,11.0
4.0,1.0,2.0,1.0,-122.34606090816492,10.0,0.0,10.0,10.0,94.0,10.0,10.0,17.0,2.0,9.0
3.0,1.0,1.0,1.0,-122.34832053424748,7.0,0.0,1.0,7.0,100.0,10.0,10.0,7.0,1.5,20.0
2.0,1.0,1.0,1.5,-122.35368943479293,6.0,0.0,1.0,10.0,100.0,10.0,10.0,18.0,1.0,18.0
3.0,1.0,2.0,1.0,-122.27974821888262,15.0,0.0,10.0,10.0,89.0,10.0,9.0,15.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.30526080265231,15.0,0.0,10.0,10.0,99.0,10.0,10.0,21.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.28881868718734,15.0,0.0,10.0,10.0,98.0,10.0,10.0,17.0,1.0,17.0
4.0,1.0,1.0,1.0,-122.38331243566094,15.0,1.0,0.0,8.0,96.0,10.0,10.0,14.0,2.0,6.0
3.0,0.0,2.0,1.0,-122.35044782278032,7.0,0.0,10.0,10.0,97.0,10.0,10.0,15.0,3.0,20.0
3.0,2.0,2.0,1.5,-122.34944310749458,4.0,0.0,4.0,10.0,100.0,10.0,10.0,15.0,1.0,20.0
12.0,6.0,6.0,3.0,-122.33091114440992,15.0,0.0,7.0,10.0,100.0,10.0,10.0,18.0,1.7142857142857142,20.0
2.0,1.0,1.0,1.0,-122.37849462852014,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,1.0,13.0
3.0,2.0,2.0,1.0,-122.38497350615108,15.0,0.0,10.0,10.0,100.0,10.0,10.0,17.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.34948846083786,5.0,1.0,0.0,8.0,96.0,10.0,10.0,5.0,1.0,20.0
4.0,1.0,1.0,1.0,-122.3580742473434,5.0,0.0,4.0,9.0,100.0,10.0,10.0,22.0,2.0,20.0
1.0,1.0,1.0,1.0,-122.30776705382958,11.0,1.0,1.0,10.0,100.0,10.0,10.0,12.0,0.5,18.0
2.0,0.0,1.0,1.0,-122.3575835271956,6.0,0.0,10.0,10.0,97.0,10.0,10.0,18.0,2.0,18.0
1.0,1.0,1.0,1.0,-122.33088417302577,13.0,2.0,9.0,10.0,94.0,7.0,10.0,12.0,0.5,18.0
4.0,3.0,4.0,1.0,-122.33924219404967,15.0,0.0,5.0,10.0,87.0,9.0,9.0,16.0,1.0,20.0
4.0,2.0,2.0,1.5,-122.29017881020184,15.0,0.0,1.0,10.0,100.0,10.0,10.0,9.0,1.3333333333333333,20.0
4.0,2.0,2.0,1.0,-122.37871894653232,15.0,0.0,10.0,10.0,91.0,9.0,10.0,14.0,1.3333333333333333,6.0
2.0,1.0,1.0,1.0,-122.31631621598132,12.0,1.0,10.0,10.0,94.0,10.0,9.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.32246363897646,14.0,0.0,5.0,10.0,87.0,10.0,10.0,9.0,1.0,7.0
4.0,1.0,2.0,1.0,-122.34822593585524,7.0,0.0,10.0,10.0,100.0,10.0,10.0,26.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.36681160099278,15.0,0.0,10.0,10.0,95.0,10.0,10.0,15.0,1.0,15.0
5.0,2.0,2.0,2.0,-122.36187911196046,6.0,0.0,9.0,10.0,94.0,7.0,10.0,20.0,1.6666666666666667,8.0
3.0,1.0,1.0,1.0,-122.31814955929693,12.0,0.0,10.0,10.0,98.0,10.0,10.0,8.0,1.5,0.0
2.0,1.0,1.0,1.0,-122.3433038877346,2.0,0.0,1.0,7.0,96.0,10.0,10.0,7.0,1.0,2.0
8.0,4.0,4.0,3.0,-122.35648827538644,4.0,0.0,5.0,10.0,100.0,9.0,10.0,17.0,1.6,20.0
6.0,2.0,3.0,1.0,-122.34871858409774,7.0,0.0,3.0,10.0,100.0,10.0,10.0,22.0,2.0,20.0
3.0,1.0,2.0,1.0,-122.36466227640008,5.0,0.0,10.0,10.0,97.0,10.0,9.0,15.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.31648748222864,14.0,0.0,5.0,10.0,100.0,10.0,9.0,15.0,1.0,15.0
2.0,0.0,1.0,1.0,-122.35240091090688,4.0,0.0,3.0,10.0,95.0,10.0,10.0,16.0,2.0,16.0
2.0,0.0,1.0,1.0,-122.3617194258781,5.0,0.0,7.0,10.0,96.0,10.0,9.0,13.0,2.0,13.0
4.0,1.0,2.0,1.0,-122.28477358046445,15.0,0.0,10.0,10.0,98.0,10.0,10.0,13.0,2.0,4.0
4.0,2.0,2.0,2.5,-122.38476510042676,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,1.3333333333333333,4.0
3.0,1.0,1.0,1.0,-122.32789542082536,15.0,0.0,10.0,10.0,96.0,10.0,10.0,6.0,1.5,20.0
4.0,1.0,2.0,1.0,-122.33072969012396,7.0,0.0,9.0,10.0,89.0,10.0,9.0,10.0,2.0,0.0
2.0,0.0,1.0,1.0,-122.35007658361954,7.0,0.0,0.0,8.0,96.0,10.0,10.0,22.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.3865409692964,15.0,1.0,10.0,10.0,97.0,10.0,10.0,18.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.34902912406262,7.0,0.0,8.0,10.0,90.0,10.0,9.0,26.0,2.0,20.0
6.0,2.0,3.0,2.0,-122.33773066809512,7.0,0.0,10.0,10.0,90.0,9.0,10.0,25.0,2.0,20.0
8.0,3.0,3.0,2.0,-122.33646426288396,13.0,0.0,10.0,10.0,95.0,9.0,10.0,21.0,2.0,2.0
2.0,0.0,1.0,1.0,-122.34052759983771,1.0,0.0,10.0,10.0,99.0,10.0,10.0,23.0,2.0,20.0
7.0,2.0,2.0,1.0,-122.32466118603516,14.0,0.0,3.0,10.0,92.0,10.0,10.0,11.0,2.333333333333333,20.0
2.0,1.0,1.0,1.0,-122.34876156918638,5.0,1.0,10.0,10.0,99.0,10.0,9.0,10.0,1.0,8.0
6.0,2.0,2.0,1.0,-122.31509324262348,12.0,0.0,2.0,10.0,96.0,9.0,9.0,14.0,2.0,0.0
2.0,1.0,1.0,1.5,-122.29108797509294,15.0,1.0,10.0,10.0,98.0,10.0,9.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.32275084548397,14.0,1.0,10.0,10.0,88.0,8.0,10.0,18.0,1.0,18.0
2.0,1.0,1.0,1.0,-122.29403938927474,15.0,1.0,10.0,10.0,98.0,10.0,9.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.35092272668908,4.0,0.0,4.0,10.0,100.0,10.0,10.0,9.0,1.0,7.0
3.0,1.0,1.0,1.0,-122.30950811995764,9.0,0.0,10.0,10.0,91.0,10.0,9.0,18.0,1.5,20.0
6.0,2.0,3.0,2.0,-122.38621185476342,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.34643033714576,2.0,0.0,10.0,10.0,97.0,10.0,9.0,18.0,2.0,20.0
6.0,3.0,3.0,2.0,-122.26935385225092,15.0,0.0,0.0,8.0,96.0,10.0,10.0,16.0,1.5,20.0
6.0,2.0,4.0,1.0,-122.328852549505,3.0,0.0,10.0,10.0,90.0,9.0,9.0,15.0,2.0,20.0
4.0,2.0,2.0,1.0,-122.35549144608322,7.0,0.0,7.0,10.0,72.0,6.0,9.0,12.0,1.3333333333333333,3.0
3.0,0.0,1.0,1.0,-122.32655013742576,3.0,0.0,10.0,10.0,94.0,10.0,10.0,17.0,3.0,20.0
2.0,1.0,1.0,1.0,-122.3600457614146,15.0,0.0,10.0,10.0,97.0,10.0,10.0,12.0,1.0,12.0
