accommodates,bedrooms,beds,bathrooms,longitude,neighbourhood_cleansed,room_type,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_location,nb_amenities,people_per_bedroom,amenities_per_person
2.0,1.0,2.0,1.0,-122.38830016297266,0.0,0.0,9.0,10.0,97.0,10.0,10.0,9.0,1.0,7.0
5.0,2.0,2.0,1.0,-122.30648207114103,15.0,0.0,10.0,10.0,96.0,10.0,9.0,22.0,1.6666666666666667,11.0
4.0,1.0,2.0,1.0,-122.3393777084574,1.0,0.0,10.0,10.0,95.0,10.0,10.0,18.0,2.0,20.0
3.0,1.0,1.0,1.0,-122.35837986843632,6.0,0.0,10.0,10.0,100.0,10.0,10.0,6.0,1.5,20.0
6.0,3.0,5.0,1.5,-122.31069147338631,8.0,0.0,1.0,10.0,100.0,10.0,10.0,15.0,1.5,20.0
7.0,3.0,4.0,1.5,-122.39707259929372,15.0,0.0,1.0,10.0,100.0,10.0,10.0,21.0,1.75,20.0
7.0,3.0,7.0,1.0,-122.35606647053427,4.0,0.0,10.0,10.0,93.0,8.0,10.0,10.0,1.75,20.0
2.0,1.0,1.0,1.0,-122.32136314260772,14.0,1.0,0.0,8.0,96.0,10.0,10.0,13.0,1.0,13.0
4.0,1.0,2.0,1.0,-122.31785317939328,12.0,0.0,10.0,10.0,78.0,9.0,9.0,13.0,2.0,4.0
8.0,3.0,5.0,1.5,-122.40212665704313,15.0,0.0,10.0,10.0,94.0,10.0,10.0,19.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.2836336646569,15.0,1.0,4.0,10.0,100.0,10.0,10.0,21.0,1.0,20.0
8.0,3.0,4.0,1.0,-122.3073584011782,15.0,0.0,5.0,10.0,53.0,7.0,9.0,13.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.28925743782364,15.0,0.0,10.0,10.0,100.0,10.0,10.0,11.0,2.0,1.0
2.0,1.0,1.0,1.0,-122.31648783908356,14.0,0.0,2.0,10.0,94.0,9.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.33022622207292,13.0,0.0,10.0,10.0,87.0,9.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.28381465704764,15.0,1.0,10.0,10.0,92.0,9.0,9.0,19.0,1.0,19.0
4.0,2.0,2.0,2.0,-122.39779195646824,15.0,0.0,1.0,10.0,100.0,10.0,10.0,13.0,1.3333333333333333,4.0
3.0,1.0,1.0,1.0,-122.31302634012484,14.0,0.0,1.0,6.0,100.0,10.0,10.0,12.0,1.5,7.0
2.0,1.0,1.0,1.0,-122.365496027281,15.0,0.0,10.0,10.0,95.0,10.0,10.0,12.0,1.0,12.0
3.0,1.0,1.0,1.0,-122.33267595965144,1.0,0.0,10.0,10.0,95.0,10.0,9.0,25.0,1.5,20.0
2.0,0.0,1.0,1.0,-122.35491458718218,4.0,0.0,1.0,7.0,100.0,10.0,10.0,13.0,2.0,13.0
4.0,1.0,2.0,1.0,-122.3926185578984,15.0,0.0,10.0,10.0,98.0,10.0,9.0,14.0,2.0,6.0
9.0,3.0,6.0,2.5,-122.29985120662792,15.0,0.0,0.0,8.0,96.0,10.0,10.0,19.0,2.25,20.0
1.0,1.0,1.0,0.5,-122.32771243284247,3.0,1.0,0.0,8.0,96.0,10.0,10.0,26.0,0.5,20.0
8.0,2.0,2.0,2.0,-122.29766863516026,15.0,0.0,1.0,10.0,80.0,6.0,8.0,12.0,2.6666666666666665,20.0
1.0,1.0,1.0,1.0,-122.33125621917527,13.0,2.0,9.0,10.0,94.0,8.0,9.0,13.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.30717591339564,15.0,0.0,10.0,10.0,96.0,10.0,9.0,12.0,1.0,12.0
5.0,3.0,3.0,2.5,-122.36958103291498,15.0,0.0,1.0,10.0,100.0,10.0,10.0,12.0,1.25,0.0
3.0,2.0,2.0,1.0,-122.32379935852606,15.0,0.0,10.0,10.0,96.0,10.0,9.0,12.0,1.0,7.0
5.0,2.0,3.0,1.0,-122.32043087418124,15.0,0.0,10.0,10.0,92.0,10.0,10.0,18.0,1.6666666666666667,7.0
2.0,1.0,1.0,1.0,-122.36113882173048,15.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.35042567104104,10.0,2.0,10.0,10.0,99.0,10.0,10.0,4.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.33930029784275,15.0,0.0,1.0,7.0,100.0,10.0,10.0,22.0,1.0,20.0
4.0,2.0,3.0,1.5,-122.30133479636105,11.0,0.0,7.0,10.0,70.0,4.0,10.0,6.0,1.3333333333333333,20.0
5.0,2.0,3.0,2.0,-122.30073554972392,15.0,0.0,1.0,10.0,80.0,10.0,8.0,17.0,1.6666666666666667,20.0
2.0,1.0,1.0,2.0,-122.31919052384433,14.0,1.0,10.0,10.0,95.0,9.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.3465965676034,2.0,0.0,1.0,10.0,100.0,10.0,10.0,15.0,1.0,15.0
6.0,3.0,3.0,2.0,-122.3411374884572,15.0,0.0,0.0,8.0,96.0,10.0,10.0,19.0,1.5,20.0
2.0,1.0,1.0,2.0,-122.32733703099028,14.0,1.0,0.0,8.0,96.0,10.0,10.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.3093851757636,9.0,1.0,0.0,8.0,96.0,10.0,10.0,18.0,1.0,18.0
6.0,4.0,4.0,2.0,-122.27183023272067,15.0,0.0,1.0,10.0,100.0,10.0,10.0,16.0,1.2,20.0
4.0,2.0,2.0,1.0,-122.38503894840744,15.0,0.0,6.0,10.0,100.0,10.0,10.0,17.0,1.3333333333333333,9.0
7.0,3.0,3.0,2.5,-122.38221291496008,15.0,0.0,5.0,10.0,93.0,8.0,10.0,17.0,1.75,20.0
3.0,1.0,2.0,1.0,-122.32453486689596,14.0,0.0,7.0,10.0,100.0,10.0,10.0,17.0,1.5,20.0
2.0,0.0,1.0,1.0,-122.34894723682538,7.0,0.0,10.0,10.0,99.0,10.0,10.0,16.0,2.0,16.0
4.0,2.0,3.0,1.0,-122.3160363685384,15.0,0.0,10.0,10.0,88.0,9.0,8.0,20.0,1.3333333333333333,12.0
1.0,1.0,1.0,3.5,-122.301833959305,11.0,2.0,9.0,10.0,89.0,9.0,9.0,13.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.38231353831996,0.0,0.0,10.0,10.0,97.0,10.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.5,-122.38939949379866,15.0,1.0,2.0,10.0,100.0,9.0,10.0,4.0,1.0,20.0
1.0,1.0,1.0,1.0,-122.3929944430576,0.0,1.0,0.0,8.0,96.0,10.0,10.0,5.0,0.5,20.0
2.0,1.0,1.0,1.5,-122.33746656281208,13.0,1.0,10.0,10.0,96.0,9.0,10.0,18.0,1.0,18.0
3.0,1.0,1.0,1.0,-122.33202959666092,15.0,0.0,5.0,10.0,100.0,10.0,10.0,15.0,1.5,20.0
4.0,2.0,2.0,1.0,-122.32306136393348,14.0,0.0,1.0,2.0,96.0,10.0,10.0,11.0,1.3333333333333333,1.0
2.0,1.0,1.0,1.0,-122.28619288614053,15.0,1.0,10.0,10.0,94.0,9.0,10.0,19.0,1.0,19.0
2.0,1.0,1.0,1.0,-122.34357393149686,2.0,1.0,4.0,2.0,100.0,10.0,10.0,15.0,1.0,15.0
7.0,3.0,4.0,2.5,-122.3040398399683,8.0,0.0,6.0,10.0,100.0,10.0,10.0,12.0,1.75,20.0
2.0,1.0,1.0,1.0,-122.30139463979197,15.0,0.0,10.0,10.0,97.0,10.0,9.0,10.0,1.0,8.0
4.0,1.0,1.0,1.0,-122.27024689760576,15.0,0.0,8.0,10.0,97.0,10.0,10.0,17.0,2.0,9.0
3.0,1.0,1.0,1.0,-122.34083029482622,7.0,0.0,10.0,10.0,93.0,10.0,10.0,22.0,1.5,20.0
3.0,1.0,2.0,1.0,-122.3268488016782,13.0,0.0,10.0,10.0,96.0,10.0,10.0,12.0,1.5,7.0
3.0,0.0,2.0,1.0,-122.3134564763318,12.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,3.0,7.0
6.0,2.0,4.0,1.5,-122.40273909978016,15.0,0.0,6.0,10.0,100.0,10.0,10.0,24.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.32636562553294,3.0,0.0,1.0,2.0,100.0,10.0,10.0,14.0,1.0,14.0
4.0,1.0,2.0,1.0,-122.34592466867242,2.0,0.0,0.0,8.0,96.0,10.0,10.0,6.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.3258445481476,14.0,0.0,10.0,10.0,98.0,10.0,10.0,12.0,1.0,12.0
6.0,3.0,3.0,2.0,-122.35881979324,15.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.34166534509072,7.0,0.0,1.0,7.0,80.0,6.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.31414249916207,8.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,2.0,-122.26662779892445,15.0,1.0,10.0,10.0,96.0,9.0,8.0,19.0,1.0,19.0
3.0,1.0,1.0,1.0,-122.29568726724656,15.0,0.0,10.0,10.0,96.0,10.0,9.0,18.0,1.5,20.0
3.0,1.0,3.0,1.0,-122.30229960761704,9.0,1.0,10.0,10.0,95.0,8.0,8.0,15.0,1.5,20.0
4.0,2.0,2.0,1.0,-122.28944774580228,15.0,0.0,6.0,10.0,80.0,10.0,9.0,18.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.0,-122.36081510353472,4.0,1.0,9.0,10.0,91.0,9.0,10.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.36271562950031,15.0,1.0,6.0,10.0,95.0,10.0,10.0,10.0,1.0,8.0
2.0,1.0,1.0,1.5,-122.31074455421488,11.0,1.0,3.0,10.0,95.0,9.0,10.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.30925566387418,8.0,1.0,10.0,10.0,90.0,9.0,9.0,12.0,1.0,12.0
2.0,0.0,1.0,1.0,-122.32278851024674,14.0,0.0,10.0,10.0,87.0,9.0,9.0,12.0,2.0,12.0
1.0,1.0,1.0,2.0,-122.31362671917574,8.0,1.0,10.0,10.0,97.0,10.0,10.0,11.0,0.5,20.0
1.0,1.0,1.0,1.0,-122.31680859382152,12.0,1.0,10.0,10.0,95.0,10.0,10.0,13.0,0.5,20.0
4.0,1.0,2.0,1.0,-122.31214691366412,11.0,0.0,10.0,10.0,91.0,10.0,10.0,13.0,2.0,4.0
2.0,1.0,1.0,1.0,-122.3459662505965,15.0,1.0,10.0,10.0,89.0,8.0,8.0,8.0,1.0,5.0
2.0,1.0,1.0,1.0,-122.36206706752424,15.0,1.0,4.0,9.0,100.0,10.0,10.0,16.0,1.0,16.0
2.0,1.0,1.0,1.0,-122.33084774780092,15.0,1.0,10.0,10.0,98.0,10.0,10.0,6.0,1.0,0.0
3.0,1.0,1.0,1.0,-122.30186882016557,15.0,0.0,10.0,10.0,94.0,10.0,9.0,22.0,1.5,20.0
4.0,2.0,2.0,2.0,-122.33801632747046,1.0,0.0,10.0,10.0,92.0,10.0,10.0,19.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.5,-122.34504411165372,13.0,1.0,10.0,10.0,97.0,9.0,10.0,16.0,1.0,16.0
3.0,1.0,2.0,1.0,-122.35440335800509,4.0,1.0,10.0,10.0,94.0,9.0,10.0,15.0,1.5,20.0
2.0,1.0,1.0,3.0,-122.31778777192156,15.0,1.0,10.0,10.0,92.0,9.0,9.0,14.0,1.0,14.0
6.0,3.0,3.0,2.0,-122.3504848535998,4.0,0.0,10.0,10.0,96.0,9.0,10.0,17.0,1.5,20.0
4.0,2.0,2.0,1.0,-122.40714269468448,15.0,0.0,10.0,10.0,92.0,10.0,10.0,19.0,1.3333333333333333,20.0
8.0,5.0,5.0,3.5,-122.28724188509948,15.0,0.0,5.0,10.0,93.0,9.0,9.0,21.0,1.3333333333333333,2.0
3.0,1.0,2.0,2.0,-122.35191274023693,10.0,1.0,10.0,10.0,97.0,10.0,10.0,18.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.35136707056203,10.0,1.0,2.0,10.0,100.0,10.0,10.0,11.0,1.0,11.0
4.0,1.0,2.0,1.0,-122.3577343324363,15.0,0.0,10.0,10.0,97.0,10.0,9.0,20.0,2.0,12.0
5.0,3.0,3.0,1.0,-122.3288855590358,13.0,0.0,1.0,10.0,80.0,10.0,10.0,10.0,1.25,20.0
6.0,2.0,3.0,2.0,-122.33861295059636,1.0,0.0,10.0,5.0,88.0,9.0,10.0,23.0,2.0,20.0
8.0,3.0,3.0,2.5,-122.33942421330588,13.0,0.0,10.0,10.0,95.0,10.0,10.0,14.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.38510704784822,15.0,1.0,10.0,10.0,98.0,10.0,10.0,13.0,1.0,13.0
4.0,0.0,1.0,1.0,-122.31426023387488,12.0,0.0,9.0,10.0,91.0,9.0,10.0,11.0,4.0,1.0
5.0,2.0,2.0,1.5,-122.2768576591358,15.0,0.0,10.0,10.0,93.0,9.0,10.0,12.0,1.6666666666666667,0.0
4.0,0.0,2.0,1.0,-122.3556232806642,6.0,0.0,0.0,8.0,96.0,10.0,10.0,19.0,4.0,20.0
2.0,1.0,1.0,1.0,-122.3127991934084,8.0,1.0,0.0,8.0,96.0,10.0,10.0,1.0,1.0,20.0
6.0,2.0,3.0,2.0,-122.34714242059393,7.0,0.0,10.0,5.0,93.0,9.0,9.0,25.0,2.0,20.0
2.0,1.0,2.0,1.0,-122.3761503724508,15.0,1.0,10.0,10.0,97.0,10.0,9.0,7.0,1.0,2.0
3.0,1.0,2.0,1.0,-122.3414901518356,15.0,0.0,0.0,8.0,96.0,10.0,10.0,15.0,1.5,20.0
2.0,0.0,1.0,1.0,-122.39661501125305,15.0,0.0,10.0,10.0,96.0,10.0,10.0,11.0,2.0,11.0
4.0,1.0,1.0,1.0,-122.32489272701945,14.0,0.0,10.0,10.0,96.0,10.0,10.0,13.0,2.0,4.0
4.0,1.0,2.0,1.0,-122.3283365610624,13.0,0.0,10.0,10.0,97.0,10.0,10.0,10.0,2.0,0.0
3.0,1.0,1.0,1.0,-122.31757174477796,14.0,0.0,10.0,10.0,98.0,9.0,10.0,10.0,1.5,20.0
4.0,1.0,1.0,1.0,-122.33060010202864,3.0,0.0,6.0,4.0,90.0,10.0,10.0,18.0,2.0,20.0
6.0,3.0,3.0,2.5,-122.36187337172962,5.0,0.0,0.0,8.0,96.0,10.0,10.0,18.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.3224109839966,15.0,0.0,0.0,8.0,96.0,10.0,10.0,16.0,1.0,16.0
5.0,1.0,1.0,1.0,-122.35000675071936,15.0,0.0,10.0,10.0,98.0,10.0,10.0,19.0,2.5,20.0
6.0,2.0,2.0,2.0,-122.30437085771638,12.0,0.0,10.0,10.0,68.0,7.0,9.0,11.0,2.0,20.0
6.0,3.0,3.0,2.5,-122.2856508330274,15.0,0.0,4.0,10.0,100.0,10.0,8.0,19.0,1.5,20.0
5.0,2.0,2.0,2.0,-122.33837592287016,15.0,0.0,9.0,10.0,100.0,10.0,10.0,21.0,1.6666666666666667,10.0
2.0,1.0,1.0,1.0,-122.30332317085865,15.0,0.0,6.0,10.0,95.0,10.0,9.0,13.0,1.0,13.0
4.0,2.0,2.0,1.0,-122.3107247147567,15.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.3333333333333333,3.0
2.0,1.0,1.0,1.0,-122.30748585725551,15.0,1.0,4.0,10.0,100.0,10.0,10.0,18.0,1.0,18.0
4.0,1.0,2.0,1.0,-122.39002012190964,0.0,0.0,10.0,10.0,98.0,10.0,10.0,15.0,2.0,7.0
1.0,1.0,1.0,1.0,-122.33357723261456,15.0,2.0,4.0,9.0,100.0,10.0,10.0,20.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.27540901110808,15.0,1.0,4.0,10.0,100.0,10.0,9.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.29064478808964,15.0,1.0,10.0,10.0,92.0,9.0,9.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.27464867974986,15.0,0.0,10.0,10.0,99.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.34724612798178,7.0,0.0,10.0,10.0,98.0,10.0,10.0,17.0,1.0,17.0
2.0,1.0,1.0,1.0,-122.29605353458516,15.0,1.0,1.0,7.0,100.0,10.0,10.0,16.0,1.0,16.0
4.0,2.0,3.0,1.0,-122.34783351278692,7.0,0.0,10.0,10.0,95.0,10.0,10.0,23.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.0,-122.34127051767652,15.0,0.0,9.0,10.0,100.0,10.0,9.0,14.0,1.0,14.0
2.0,1.0,1.0,1.0,-122.35437120501152,5.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
2.0,0.0,1.0,1.0,-122.31644746622598,14.0,0.0,6.0,10.0,90.0,10.0,10.0,15.0,2.0,15.0
4.0,1.0,2.0,1.0,-122.31348102897086,15.0,1.0,3.0,10.0,95.0,10.0,9.0,13.0,2.0,4.0
1.0,1.0,1.0,1.0,-122.28730309304956,15.0,1.0,0.0,8.0,96.0,10.0,10.0,23.0,0.5,20.0
2.0,1.0,1.0,1.5,-122.32560666625224,14.0,2.0,0.0,8.0,96.0,10.0,10.0,10.0,1.0,8.0
4.0,1.0,1.0,1.0,-122.3286885452584,3.0,0.0,5.0,10.0,93.0,9.0,10.0,12.0,2.0,3.0
4.0,1.0,2.0,1.0,-122.34318660954666,4.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,2.0,9.0
5.0,2.0,3.0,2.5,-122.32358714068236,13.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.6666666666666667,0.0
2.0,1.0,1.0,1.5,-122.39608935555252,0.0,0.0,10.0,10.0,100.0,10.0,10.0,24.0,1.0,20.0
4.0,2.0,2.0,1.0,-122.31314709187964,8.0,0.0,1.0,10.0,100.0,10.0,10.0,14.0,1.3333333333333333,6.0
3.0,0.0,2.0,1.0,-122.32545239840842,3.0,0.0,1.0,10.0,100.0,10.0,10.0,13.0,3.0,20.0
4.0,1.0,1.0,1.0,-122.3896939276198,15.0,0.0,1.0,10.0,60.0,8.0,10.0,1.0,2.0,20.0
2.0,0.0,1.0,1.0,-122.36500937361328,15.0,0.0,10.0,10.0,98.0,10.0,10.0,10.0,2.0,8.0
2.0,1.0,1.0,1.0,-122.3674312992984,15.0,0.0,10.0,10.0,97.0,10.0,10.0,12.0,1.0,12.0
4.0,1.0,1.0,1.0,-122.27597636170242,15.0,2.0,9.0,10.0,94.0,8.0,9.0,16.0,2.0,20.0
3.0,1.0,1.0,1.0,-122.34569439036714,7.0,0.0,3.0,10.0,90.0,10.0,10.0,14.0,1.5,10.0
2.0,1.0,1.0,1.5,-122.36391500896367,15.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
1.0,1.0,1.0,3.5,-122.30346029189742,11.0,2.0,1.0,1.0,100.0,10.0,10.0,13.0,0.5,20.0
1.0,1.0,1.0,3.5,-122.3019340899492,11.0,2.0,10.0,10.0,94.0,10.0,10.0,16.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.35745378318668,4.0,0.0,10.0,10.0,97.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.31149608670376,12.0,1.0,10.0,10.0,96.0,10.0,10.0,11.0,1.0,11.0
2.0,1.0,1.0,1.0,-122.3117624747522,9.0,0.0,10.0,10.0,100.0,10.0,10.0,12.0,1.0,12.0
6.0,2.0,3.0,2.0,-122.33720644099289,1.0,0.0,10.0,10.0,94.0,10.0,10.0,23.0,2.0,20.0
4.0,1.0,1.0,1.0,-122.32345143729216,3.0,0.0,8.0,10.0,87.0,9.0,10.0,12.0,2.0,3.0
2.0,1.0,1.0,2.0,-122.36073241526356,5.0,1.0,5.0,0.0,80.0,8.0,10.0,10.0,1.0,8.0
6.0,2.0,2.0,1.0,-122.331364403788,1.0,0.0,10.0,10.0,97.0,10.0,10.0,19.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.3417705080057,13.0,2.0,6.0,10.0,100.0,10.0,10.0,12.0,1.0,12.0
4.0,1.0,2.0,1.5,-122.37381429203026,15.0,1.0,4.0,10.0,100.0,10.0,8.0,14.0,2.0,6.0
2.0,1.0,1.0,1.0,-122.32293176365567,14.0,1.0,0.0,8.0,96.0,10.0,10.0,8.0,1.0,5.0
2.0,1.0,1.0,2.0,-122.39373832425252,15.0,1.0,0.0,8.0,96.0,10.0,10.0,10.0,1.0,8.0
4.0,1.0,2.0,1.0,-122.32392214481813,3.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,2.0,9.0
2.0,1.0,1.0,1.0,-122.30681639587677,8.0,1.0,10.0,10.0,100.0,10.0,10.0,1.0,1.0,20.0
4.0,1.0,2.0,1.0,-122.3178221340468,12.0,0.0,10.0,10.0,80.0,9.0,9.0,9.0,2.0,20.0
1.0,1.0,1.0,3.5,-122.30149005995747,11.0,2.0,10.0,10.0,99.0,10.0,10.0,10.0,0.5,15.0
6.0,3.0,2.0,2.0,-122.39206043439565,15.0,0.0,0.0,8.0,96.0,10.0,10.0,20.0,1.5,20.0
6.0,2.0,5.0,1.0,-122.36200298206784,6.0,0.0,0.0,8.0,96.0,10.0,10.0,17.0,2.0,20.0
4.0,1.0,1.0,0.5,-122.30986442048628,8.0,0.0,10.0,10.0,95.0,10.0,9.0,13.0,2.0,4.0
2.0,1.0,1.0,1.0,-122.31449356747156,14.0,0.0,5.0,10.0,100.0,10.0,10.0,10.0,1.0,8.0
2.0,1.0,1.0,1.5,-122.33777331275876,15.0,0.0,10.0,10.0,94.0,8.0,9.0,15.0,1.0,15.0
2.0,0.0,1.0,1.0,-122.32994308749808,1.0,0.0,10.0,10.0,88.0,9.0,9.0,9.0,2.0,7.0
2.0,1.0,1.0,1.0,-122.31134231156015,12.0,1.0,6.0,10.0,90.0,8.0,10.0,10.0,1.0,8.0
1.0,1.0,1.0,1.5,-122.29146476757282,15.0,1.0,10.0,10.0,89.0,9.0,9.0,10.0,0.5,15.0
10.0,3.0,4.0,2.5,-122.27530629259206,15.0,0.0,10.0,10.0,99.0,10.0,10.0,17.0,2.5,20.0
2.0,1.0,1.0,1.0,-122.37866592236747,0.0,1.0,0.0,8.0,96.0,10.0,10.0,17.0,1.0,17.0
1.0,1.0,1.0,1.0,-122.31046265372628,8.0,1.0,10.0,10.0,95.0,9.0,10.0,5.0,0.5,20.0
2.0,1.0,1.0,1.0,-122.26095748026836,15.0,0.0,10.0,10.0,100.0,10.0,10.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.35989059909596,15.0,0.0,10.0,10.0,96.0,10.0,9.0,15.0,1.0,15.0
2.0,1.0,1.0,1.0,-122.31768608498554,14.0,1.0,0.0,8.0,96.0,10.0,10.0,22.0,1.0,20.0
4.0,2.0,2.0,1.5,-122.3617998172893,15.0,0.0,7.0,10.0,100.0,10.0,8.0,24.0,1.3333333333333333,20.0
2.0,1.0,1.0,1.5,-122.3120997264212,15.0,1.0,10.0,10.0,94.0,10.0,9.0,8.0,1.0,5.0
1.0,1.0,1.0,2.0,-122.3461084122388,15.0,2.0,0.0,8.0,96.0,10.0,10.0,11.0,0.5,20.0
4.0,1.0,2.0,1.0,-122.38523906517403,0.0,1.0,10.0,10.0,97.0,10.0,10.0,11.0,2.0,1.0
4.0,1.0,1.0,2.0,-122.35596847799748,15.0,1.0,10.0,10.0,93.0,9.0,9.0,15.0,2.0,7.0
2.0,1.0,1.0,1.0,-122.32115763425814,15.0,1.0,3.0,10.0,92.0,9.0,9.0,13.0,1.0,13.0
7.0,2.0,3.0,1.0,-122.37863796163028,15.0,0.0,10.0,10.0,95.0,10.0,9.0,18.0,2.333333333333333,20.0
5.0,2.0,2.0,1.0,-122.35670934868836,15.0,0.0,10.0,10.0,97.0,9.0,10.0,14.0,1.6666666666666667,2.0
2.0,1.0,1.0,1.0,-122.37871495490974,15.0,0.0,2.0,10.0,98.0,10.0,10.0,11.0,1.0,11.0
2.0,1.0,1.0,1.0,-122.32432241023166,14.0,0.0,0.0,8.0,96.0,10.0,10.0,1.0,1.0,20.0
14.0,5.0,9.0,3.0,-122.30428066418015,9.0,0.0,10.0,10.0,87.0,8.0,8.0,16.0,2.333333333333333,20.0
2.0,1.0,1.0,1.0,-122.32852056796554,15.0,0.0,5.0,10.0,100.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.35544803989916,4.0,0.0,10.0,10.0,97.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.28573234505552,15.0,1.0,10.0,10.0,97.0,10.0,10.0,15.0,1.0,15.0
4.0,1.0,2.0,1.0,-122.34821807358792,7.0,0.0,10.0,10.0,94.0,9.0,10.0,22.0,2.0,20.0
4.0,1.0,2.0,1.0,-122.31657354369142,14.0,0.0,0.0,8.0,96.0,10.0,10.0,13.0,2.0,4.0
2.0,1.0,1.0,1.0,-122.34512350364072,2.0,1.0,10.0,10.0,100.0,10.0,10.0,13.0,1.0,13.0
6.0,2.0,2.0,1.0,-122.33607883941548,13.0,0.0,7.0,6.0,96.0,10.0,9.0,14.0,2.0,0.0
2.0,1.0,1.0,1.0,-122.33217737474172,13.0,0.0,10.0,10.0,92.0,9.0,10.0,13.0,1.0,13.0
6.0,2.0,3.0,1.0,-122.34344999894368,15.0,0.0,10.0,10.0,97.0,10.0,10.0,14.0,2.0,0.0
2.0,1.0,2.0,1.0,-122.31206628506642,9.0,0.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
2.0,1.0,1.0,1.0,-122.3563353110631,6.0,0.0,10.0,10.0,97.0,10.0,10.0,13.0,1.0,13.0
2.0,1.0,1.0,1.0,-122.32880399937044,3.0,0.0,10.0,10.0,98.0,10.0,10.0,7.0,1.0,2.0
6.0,3.0,3.0,1.5,-122.41096330073697,15.0,0.0,0.0,8.0,96.0,10.0,10.0,20.0,1.5,20.0
2.0,1.0,1.0,1.0,-122.36896058399503,15.0,1.0,5.0,10.0,100.0,10.0,9.0,20.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.32512573831492,15.0,1.0,0.0,8.0,96.0,10.0,10.0,12.0,1.0,12.0
6.0,2.0,3.0,2.0,-122.34712111534452,7.0,0.0,10.0,10.0,96.0,10.0,10.0,27.0,2.0,20.0
2.0,1.0,1.0,1.0,-122.32357372932864,13.0,0.0,10.0,10.0,96.0,10.0,10.0,17.0,1.0,17.0
5.0,2.0,2.0,2.0,-122.31900292919184,14.0,0.0,10.0,10.0,98.0,9.0,10.0,18.0,1.6666666666666667,7.0
2.0,1.0,1.0,1.0,-122.30959370261772,11.0,1.0,10.0,10.0,98.0,10.0,10.0,6.0,1.0,0.0
2.0,1.0,1.0,1.0,-122.27890285194748,15.0,1.0,0.0,8.0,96.0,10.0,10.0,13.0,1.0,13.0
3.0,2.0,2.0,2.0,-122.3148894143841,8.0,0.0,5.0,0.0,100.0,10.0,9.0,11.0,1.0,20.0
2.0,1.0,1.0,1.0,-122.32343883530544,14.0,0.0,10.0,10.0,94.0,9.0,10.0,10.0,1.0,8.0
1.0,1.0,1.0,0.5,-122.3200901089536,14.0,2.0,1.0,10.0,80.0,8.0,8.0,8.0,0.5,12.0
8.0,4.0,4.0,2.0,-122.3394021787658,13.0,0.0,7.0,10.0,84.0,8.0,9.0,20.0,1.6,20.0
4.0,1.0,2.0,1.0,-122.33196911303747,15.0,0.0,0.0,8.0,96.0,10.0,10.0,11.0,2.0,1.0
