accommodates,bedrooms,beds,bathrooms,longitude,availability_30,availability_365,number_of_reviews,reviews_per_month,review_scores_checkin,review_scores_location,review_scores_value,nb_amenities,people_per_bedroom,estimated_months_active
2.0,1.0,2.0,1.0,2.36224,6.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
6.0,4.0,4.0,1.5,2.37899,1.0,10.0,10.0,10.0,4.0,3.0,10.0,20.0,10.0,10.0
4.0,2.0,2.0,1.5,2.27169,0.0,0.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
3.0,1.0,1.0,1.5,2.39233,21.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,4.0,10.0
1.0,1.0,6.0,1.0,2.3849436,6.0,10.0,10.0,10.0,3.0,10.0,10.0,20.0,0.0,10.0
2.0,0.0,1.0,1.0,2.31921,12.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,6.0,10.0
4.0,1.0,2.0,1.0,2.3491115123033524,14.0,10.0,10.0,10.0,1.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.5,2.32147,15.0,10.0,10.0,10.0,10.0,10.0,3.0,16.0,1.0,10.0
5.0,1.0,3.0,1.0,2.350693941116333,0.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,7.0,10.0
7.0,3.0,3.0,2.0,2.35475,29.0,8.0,0.0,7.0,4.0,4.0,3.0,20.0,10.0,0.0
8.0,3.0,4.0,1.5,2.32636,5.0,10.0,10.0,10.0,10.0,3.0,10.0,20.0,6.0,10.0
4.0,2.0,2.0,1.5,2.359488,17.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,3.0,10.0
2.0,0.0,1.0,1.0,2.350508642788512,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
4.0,1.0,2.0,1.0,2.3173365,17.0,10.0,10.0,10.0,9.0,3.0,10.0,2.0,6.0,10.0
3.0,2.0,2.0,1.0,2.3884318,0.0,10.0,10.0,10.0,0.0,3.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.37227,6.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
3.0,4.0,2.0,2.0,2.32818,20.0,10.0,9.0,10.0,10.0,1.0,10.0,20.0,10.0,10.0
4.0,1.0,2.0,1.0,2.34959,2.0,10.0,10.0,10.0,10.0,10.0,8.0,20.0,6.0,10.0
4.0,2.0,0.0,2.0,2.3466705,0.0,10.0,2.0,5.0,9.0,9.0,1.0,7.0,3.0,10.0
3.0,2.0,2.0,1.5,2.25693,15.0,10.0,10.0,10.0,10.0,4.0,10.0,12.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35093,11.0,10.0,10.0,10.0,2.0,9.0,7.0,20.0,6.0,10.0
5.0,2.0,2.0,1.0,2.3599472109112205,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,5.0,0.0
5.0,1.0,0.0,1.0,2.2909518819909147,0.0,10.0,6.0,10.0,10.0,9.0,6.0,20.0,7.0,10.0
3.0,1.0,0.0,1.0,2.3782088,25.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
6.0,3.0,4.0,3.0,2.3183612,13.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,1.0,1.0,1.0,2.3358693174639686,29.0,8.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
4.0,1.0,2.0,1.0,2.33617,25.0,10.0,7.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0
2.0,1.0,1.0,1.0,2.286718031562072,30.0,9.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
5.0,1.0,5.0,1.0,2.3390109539031982,23.0,5.0,10.0,10.0,10.0,10.0,10.0,20.0,7.0,10.0
3.0,1.0,1.0,1.0,2.40428,17.0,10.0,10.0,10.0,2.0,10.0,10.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.3447709,0.0,10.0,10.0,10.0,10.0,2.0,10.0,11.0,1.0,10.0
2.0,0.0,1.0,1.0,2.365018921250689,0.0,10.0,1.0,10.0,9.0,9.0,9.0,4.0,6.0,10.0
4.0,2.0,2.0,2.0,2.3073707028792656,11.0,10.0,10.0,10.0,9.0,2.0,2.0,6.0,3.0,10.0
2.0,1.0,1.0,1.0,2.39929,0.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,1.0,10.0
2.0,0.0,2.0,1.0,2.33557,6.0,10.0,10.0,10.0,10.0,5.0,0.0,11.0,6.0,10.0
2.0,1.0,2.0,1.0,2.3506,8.0,10.0,10.0,10.0,6.0,10.0,10.0,18.0,1.0,10.0
4.0,2.0,2.0,1.0,2.380700415344248,0.0,10.0,4.0,10.0,9.0,9.0,4.0,6.0,3.0,10.0
2.0,0.0,1.0,1.0,2.266866,2.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.36164,0.0,10.0,1.0,8.0,9.0,9.0,9.0,20.0,1.0,1.0
4.0,1.0,1.0,1.0,2.3584631,3.0,10.0,10.0,10.0,8.0,10.0,10.0,16.0,6.0,10.0
6.0,2.0,3.0,1.5,2.2784822,19.0,4.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
4.0,2.0,2.0,1.0,2.31009,0.0,10.0,8.0,10.0,10.0,9.0,9.0,4.0,3.0,10.0
2.0,1.0,1.0,1.0,2.30843,0.0,10.0,1.0,10.0,9.0,9.0,9.0,9.0,1.0,10.0
2.0,0.0,1.0,1.0,2.2931308230455065,17.0,10.0,10.0,10.0,9.0,6.0,10.0,12.0,6.0,10.0
2.0,1.0,1.0,1.0,2.35064,0.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,1.0,10.0
1.0,1.0,1.0,1.0,2.31357,13.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0.0,10.0
2.0,0.0,1.0,1.0,2.307207,4.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
5.0,2.0,4.0,1.0,2.2991299629211426,29.0,8.0,3.0,10.0,9.0,9.0,10.0,20.0,5.0,10.0
4.0,1.0,2.0,1.0,2.36294,8.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,6.0,10.0
2.0,1.0,1.0,1.0,2.27761,10.0,10.0,10.0,10.0,4.0,3.0,10.0,9.0,1.0,10.0
2.0,1.0,1.0,1.0,2.38655,0.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,1.0,10.0
6.0,2.0,3.0,1.0,2.34852,23.0,10.0,10.0,10.0,9.0,3.0,10.0,2.0,6.0,10.0
4.0,1.0,2.0,1.0,2.33068,6.0,10.0,10.0,10.0,3.0,10.0,10.0,8.0,6.0,10.0
4.0,2.0,3.0,1.0,2.33794,0.0,10.0,10.0,10.0,10.0,9.0,10.0,20.0,3.0,10.0
2.0,1.0,1.0,1.0,2.34199,1.0,10.0,10.0,10.0,7.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.38111,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,1.0,10.0
2.0,1.0,1.0,1.0,2.30001,10.0,10.0,10.0,10.0,7.0,2.0,5.0,20.0,1.0,10.0
3.0,2.0,3.0,1.0,2.2956773,6.0,10.0,0.0,7.0,4.0,4.0,3.0,2.0,1.0,0.0
2.0,1.0,1.0,1.0,2.34735,14.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
4.0,2.0,3.0,2.0,2.3046184,0.0,10.0,3.0,3.0,9.0,9.0,9.0,11.0,3.0,3.0
2.0,1.0,1.0,1.0,2.33725,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,1.0,10.0
5.0,2.0,3.0,1.0,2.338436934452496,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,5.0,0.0
6.0,2.0,3.0,1.0,2.37746,11.0,10.0,3.0,6.0,10.0,9.0,2.0,0.0,6.0,10.0
2.0,2.0,2.0,2.0,2.29436,27.0,6.0,10.0,10.0,5.0,10.0,10.0,15.0,10.0,10.0
4.0,1.0,2.0,1.5,2.3486568,14.0,10.0,3.0,10.0,10.0,9.0,2.0,20.0,6.0,10.0
6.0,2.0,3.0,2.0,2.36357,14.0,10.0,10.0,10.0,10.0,4.0,10.0,14.0,6.0,10.0
6.0,2.0,3.0,2.0,2.35525,5.0,10.0,10.0,10.0,10.0,10.0,1.0,12.0,6.0,10.0
10.0,4.0,5.0,2.0,2.3469780337985013,0.0,10.0,10.0,10.0,10.0,9.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3473181,5.0,10.0,10.0,10.0,6.0,10.0,7.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35887,0.0,10.0,10.0,10.0,10.0,6.0,10.0,20.0,6.0,10.0
4.0,2.0,2.0,1.0,2.322771925996254,24.0,10.0,3.0,4.0,9.0,9.0,9.0,20.0,3.0,10.0
1.0,1.0,1.0,1.0,2.35067,5.0,10.0,10.0,10.0,10.0,8.0,10.0,20.0,0.0,10.0
2.0,1.0,1.0,1.0,2.3019021,27.0,6.0,4.0,5.0,10.0,10.0,10.0,20.0,1.0,10.0
6.0,2.0,3.0,1.0,2.35098,3.0,10.0,10.0,10.0,3.0,10.0,5.0,9.0,6.0,10.0
4.0,2.0,3.0,1.0,2.3309211379542822,10.0,10.0,3.0,6.0,10.0,9.0,2.0,20.0,3.0,10.0
3.0,1.0,2.0,1.0,2.3568981015979373,1.0,10.0,10.0,10.0,10.0,10.0,4.0,20.0,4.0,10.0
4.0,1.0,2.0,1.0,2.3303726,2.0,10.0,8.0,10.0,10.0,0.0,8.0,17.0,6.0,10.0
2.0,1.0,2.0,1.0,2.3362,0.0,10.0,10.0,10.0,1.0,10.0,10.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.39733,4.0,10.0,2.0,10.0,10.0,9.0,1.0,9.0,6.0,10.0
3.0,0.0,2.0,1.0,2.35486,8.0,10.0,2.0,10.0,9.0,9.0,9.0,0.0,8.0,10.0
3.0,2.0,2.0,1.0,2.35045,11.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,10.0
4.0,1.0,2.0,1.5,2.3588100999999817,4.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.38505,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.290933392941952,13.0,10.0,10.0,10.0,6.0,9.0,10.0,13.0,1.0,10.0
2.0,0.0,1.0,1.0,2.3670527798767127,9.0,10.0,1.0,10.0,9.0,9.0,9.0,20.0,6.0,10.0
4.0,2.0,2.0,2.0,2.33666,0.0,10.0,10.0,10.0,9.0,9.0,9.0,20.0,3.0,3.0
6.0,3.0,3.0,2.0,2.3409724,0.0,10.0,1.0,10.0,9.0,9.0,9.0,17.0,4.0,10.0
6.0,2.0,3.0,1.0,2.3458944946097446,10.0,10.0,10.0,10.0,4.0,8.0,10.0,20.0,6.0,10.0
2.0,0.0,1.0,1.5,2.33216,8.0,10.0,5.0,10.0,10.0,9.0,10.0,7.0,6.0,10.0
4.0,1.0,2.0,1.0,2.35048,3.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0
2.0,1.0,1.0,1.0,2.35986,30.0,10.0,2.0,0.0,9.0,9.0,9.0,20.0,1.0,3.0
4.0,0.0,2.0,1.0,2.3403531,0.0,0.0,0.0,7.0,4.0,4.0,3.0,20.0,9.0,0.0
2.0,1.0,2.0,1.0,2.32089,18.0,10.0,0.0,7.0,4.0,4.0,3.0,1.0,1.0,0.0
6.0,2.0,6.0,2.5,2.33663,6.0,10.0,2.0,10.0,9.0,9.0,9.0,20.0,6.0,10.0
4.0,1.0,1.0,1.0,2.366892,0.0,10.0,0.0,7.0,4.0,4.0,3.0,0.0,6.0,0.0
2.0,1.0,1.0,1.0,2.34023,10.0,10.0,1.0,10.0,9.0,9.0,0.0,2.0,1.0,9.0
2.0,0.0,1.0,1.0,2.40184,30.0,9.0,10.0,10.0,9.0,2.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3523,0.0,10.0,0.0,7.0,4.0,4.0,3.0,10.0,1.0,0.0
5.0,1.0,3.0,1.0,2.35569,7.0,10.0,10.0,10.0,10.0,9.0,10.0,18.0,7.0,10.0
3.0,1.0,2.0,1.5,2.362889308274692,7.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,4.0,10.0
10.0,2.0,6.0,1.0,2.3456763391874844,8.0,10.0,2.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
4.0,2.0,2.0,1.0,2.346719186124868,10.0,10.0,10.0,10.0,6.0,7.0,4.0,15.0,3.0,10.0
2.0,0.0,1.0,1.5,2.29827,0.0,10.0,10.0,10.0,2.0,9.0,10.0,1.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3325219,0.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,1.0,10.0
2.0,0.0,1.0,1.0,2.337776782044452,3.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
5.0,3.0,3.0,2.0,2.3210919,4.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,2.0,10.0
2.0,6.0,1.0,1.0,2.29619,0.0,0.0,10.0,10.0,10.0,2.0,10.0,6.0,10.0,10.0
6.0,2.0,3.0,1.5,2.317899942398072,6.0,10.0,10.0,10.0,4.0,10.0,2.0,20.0,6.0,10.0
4.0,2.0,2.0,1.0,2.35309,6.0,10.0,10.0,10.0,7.0,9.0,10.0,20.0,3.0,10.0
1.0,1.0,1.0,1.0,2.3111259937286377,15.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0.0,10.0
2.0,1.0,2.0,1.0,2.40628,0.0,10.0,4.0,10.0,10.0,10.0,1.0,5.0,1.0,10.0
2.0,1.0,1.0,1.0,2.362869288292862,0.0,10.0,10.0,10.0,10.0,2.0,10.0,7.0,1.0,10.0
4.0,1.0,1.0,1.0,2.37465,8.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
4.0,1.0,2.0,1.0,2.38217,5.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
4.0,1.0,1.0,1.0,2.3413028640832265,9.0,10.0,8.0,10.0,1.0,0.0,10.0,9.0,6.0,10.0
3.0,1.0,3.0,1.0,2.34195,0.0,10.0,3.0,10.0,9.0,9.0,9.0,20.0,4.0,10.0
4.0,1.0,2.0,1.0,2.2774474285088533,29.0,8.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
2.0,1.0,1.0,2.0,2.37768,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,10.0
14.0,7.0,7.0,2.0,2.28558,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,10.0,0.0
7.0,3.0,5.0,1.0,2.261,28.0,7.0,0.0,7.0,4.0,4.0,3.0,12.0,10.0,0.0
2.0,1.0,1.0,1.0,2.32138,9.0,10.0,6.0,10.0,10.0,10.0,2.0,20.0,1.0,9.0
2.0,1.0,1.0,1.0,2.28824,1.0,10.0,10.0,10.0,10.0,10.0,8.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3265986,3.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,1.0,10.0
2.0,1.0,1.0,0.5,2.35707,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.2606676816940308,27.0,2.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.30101,24.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
12.0,3.0,7.0,2.0,2.312255309222688,20.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,8.0,10.0
2.0,1.0,1.0,1.0,2.3642197,1.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.40879,15.0,10.0,10.0,10.0,4.0,10.0,10.0,9.0,1.0,10.0
2.0,1.0,1.0,1.5,2.3247255,0.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
2.0,1.0,1.0,1.0,2.306314,0.0,10.0,10.0,10.0,10.0,4.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.309454260285863,9.0,10.0,5.0,10.0,9.0,9.0,5.0,20.0,1.0,10.0
6.0,2.0,3.0,1.0,2.33,28.0,7.0,6.0,0.0,10.0,10.0,6.0,17.0,6.0,10.0
2.0,1.0,1.0,1.0,2.315933935089328,0.0,10.0,0.0,7.0,4.0,4.0,3.0,8.0,1.0,0.0
4.0,1.0,1.0,1.0,2.39102,29.0,3.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
3.0,1.0,2.0,0.5,2.3339182270529726,1.0,10.0,0.0,7.0,4.0,4.0,3.0,11.0,4.0,0.0
2.0,1.0,1.0,1.0,2.32958,6.0,10.0,2.0,10.0,9.0,10.0,1.0,3.0,1.0,10.0
2.0,2.0,2.0,1.0,2.3042,24.0,10.0,10.0,7.0,10.0,10.0,10.0,2.0,10.0,10.0
6.0,2.0,3.0,1.5,2.3149323658122825,15.0,10.0,7.0,10.0,0.0,9.0,10.0,18.0,6.0,9.0
2.0,0.0,2.0,1.0,2.400449962408543,4.0,10.0,10.0,10.0,4.0,10.0,10.0,20.0,6.0,10.0
3.0,1.0,2.0,1.0,2.29,28.0,10.0,2.0,10.0,9.0,10.0,1.0,10.0,4.0,10.0
2.0,1.0,2.0,1.0,2.39395,8.0,10.0,6.0,10.0,10.0,10.0,1.0,20.0,1.0,10.0
6.0,2.0,5.0,2.0,2.322602994310352,21.0,10.0,2.0,9.0,10.0,10.0,10.0,1.0,6.0,2.0
4.0,1.0,2.0,1.0,2.29966,29.0,8.0,1.0,2.0,9.0,9.0,0.0,20.0,6.0,4.0
2.0,0.0,1.0,1.0,2.3973634466528893,9.0,10.0,10.0,10.0,7.0,0.0,4.0,10.0,6.0,10.0
9.0,4.0,5.0,1.0,2.39288,13.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
1.0,1.0,1.0,1.0,2.37474,0.0,10.0,7.0,5.0,9.0,9.0,10.0,13.0,0.0,10.0
2.0,1.0,1.0,1.0,2.3476961,17.0,10.0,2.0,9.0,9.0,9.0,9.0,20.0,1.0,2.0
2.0,1.0,1.0,1.0,2.35626,7.0,10.0,10.0,10.0,2.0,4.0,10.0,5.0,1.0,10.0
3.0,1.0,2.0,1.0,2.345427769975297,0.0,10.0,0.0,7.0,4.0,4.0,3.0,17.0,4.0,0.0
2.0,1.0,1.0,1.0,2.31817,13.0,10.0,10.0,10.0,10.0,9.0,10.0,17.0,1.0,10.0
2.0,0.0,1.0,1.0,2.354878874542361,4.0,10.0,10.0,10.0,4.0,5.0,4.0,20.0,6.0,10.0
3.0,1.0,1.0,1.0,2.306373869836786,30.0,9.0,0.0,7.0,4.0,4.0,3.0,12.0,4.0,0.0
2.0,1.0,1.0,1.0,2.320102607406765,1.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,2.0,3.0,1.0,2.2709,3.0,10.0,10.0,10.0,10.0,10.0,3.0,20.0,3.0,10.0
3.0,1.0,2.0,1.0,2.354835,0.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.34888,19.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3316500590975604,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.35758,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.38064,4.0,10.0,10.0,10.0,10.0,6.0,10.0,13.0,1.0,10.0
2.0,1.0,1.0,1.0,2.2920508422741195,9.0,10.0,4.0,10.0,10.0,10.0,4.0,3.0,1.0,10.0
2.0,0.0,2.0,1.0,2.36213,1.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,10.0
2.0,1.0,1.0,1.0,2.33723,16.0,10.0,3.0,0.0,9.0,9.0,0.0,1.0,1.0,10.0
4.0,1.0,2.0,1.0,2.260704,6.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
4.0,2.0,3.0,2.0,2.29935,0.0,10.0,4.0,10.0,9.0,10.0,4.0,20.0,3.0,10.0
6.0,2.0,3.0,2.0,2.2806,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,10.0
4.0,1.0,2.0,1.0,2.29961,15.0,10.0,4.0,10.0,10.0,10.0,4.0,15.0,6.0,10.0
2.0,1.0,1.0,1.0,2.35169,23.0,10.0,2.0,10.0,10.0,10.0,1.0,0.0,1.0,10.0
2.0,0.0,1.0,0.0,2.389503319640584,18.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
8.0,1.0,2.0,1.0,2.33902,28.0,7.0,0.0,7.0,4.0,4.0,3.0,20.0,9.0,0.0
4.0,1.0,1.0,1.0,2.311724011524762,27.0,2.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,0.0,1.0,1.0,2.34492,1.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,6.0,0.0
2.0,1.0,1.0,1.0,2.3798165047322253,15.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.34948,16.0,10.0,2.0,10.0,9.0,9.0,1.0,19.0,1.0,10.0
2.0,1.0,1.0,1.0,2.36162,1.0,10.0,10.0,10.0,7.0,10.0,10.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.3065823210052017,23.0,1.0,10.0,10.0,9.0,10.0,10.0,13.0,6.0,10.0
2.0,0.0,1.0,1.0,2.336931205906577,13.0,10.0,10.0,10.0,1.0,9.0,10.0,8.0,6.0,10.0
3.0,0.0,2.0,1.0,2.36314,0.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,10.0
14.0,4.0,8.0,2.0,2.35481,7.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0
5.0,1.0,2.0,1.5,2.30819,3.0,10.0,10.0,10.0,5.0,5.0,10.0,10.0,7.0,10.0
4.0,2.0,3.0,2.0,2.292344093322754,2.0,10.0,10.0,10.0,10.0,7.0,10.0,20.0,3.0,10.0
4.0,2.0,2.0,1.0,2.331466600298881,11.0,10.0,3.0,6.0,9.0,9.0,2.0,12.0,3.0,10.0
2.0,1.0,1.0,1.0,2.3464495,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,2.0,1.5,2.35477,3.0,10.0,10.0,10.0,8.0,9.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3640090507477924,7.0,10.0,3.0,10.0,9.0,9.0,10.0,7.0,1.0,10.0
2.0,1.0,1.0,1.0,2.282493815189604,0.0,10.0,1.0,4.0,9.0,9.0,0.0,20.0,1.0,10.0
4.0,2.0,2.0,1.5,2.35434,12.0,10.0,10.0,10.0,10.0,5.0,10.0,3.0,3.0,10.0
4.0,1.0,2.0,1.0,2.327872243600741,0.0,10.0,3.0,10.0,9.0,9.0,2.0,6.0,6.0,10.0
3.0,1.0,2.0,1.0,2.33445,2.0,10.0,10.0,10.0,3.0,10.0,10.0,20.0,4.0,10.0
1.0,1.0,1.0,1.0,2.35199449989287,23.0,5.0,0.0,7.0,4.0,4.0,3.0,20.0,0.0,0.0
2.0,1.0,1.0,1.0,2.36058,3.0,10.0,10.0,10.0,10.0,10.0,8.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.4010385,0.0,10.0,6.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
3.0,1.0,2.0,1.0,2.326339611995292,11.0,10.0,3.0,6.0,9.0,9.0,2.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.4071,22.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.32676,20.0,10.0,10.0,10.0,10.0,6.0,10.0,20.0,1.0,10.0
4.0,2.0,3.0,1.0,2.30789,0.0,10.0,1.0,10.0,9.0,9.0,9.0,18.0,3.0,10.0
1.0,1.0,1.0,1.0,2.35551,4.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,0.0,10.0
2.0,1.0,1.0,1.0,2.37991,0.0,10.0,1.0,8.0,9.0,9.0,9.0,20.0,1.0,1.0
4.0,2.0,2.0,2.0,2.3556913,2.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,3.0,10.0
2.0,0.0,1.0,1.0,2.2809,26.0,10.0,10.0,10.0,9.0,9.0,10.0,7.0,6.0,10.0
3.0,0.0,2.0,1.0,2.34525,16.0,10.0,2.0,9.0,10.0,9.0,0.0,9.0,8.0,2.0
4.0,0.0,3.0,1.5,2.38628,17.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,9.0,10.0
2.0,1.0,1.0,1.5,2.2867,0.0,10.0,10.0,10.0,3.0,10.0,10.0,9.0,1.0,10.0
4.0,2.0,2.0,1.0,2.333702168899282,1.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
4.0,1.0,4.0,1.0,2.28359,0.0,10.0,10.0,10.0,6.0,3.0,4.0,0.0,6.0,10.0
4.0,2.0,3.0,2.0,2.325909,4.0,10.0,9.0,10.0,2.0,10.0,10.0,6.0,3.0,10.0
4.0,1.0,2.0,1.0,2.37432,0.0,10.0,3.0,10.0,9.0,10.0,10.0,13.0,6.0,10.0
2.0,1.0,2.0,1.0,2.3656284100604577,4.0,10.0,5.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
3.0,0.0,2.0,1.0,2.35648,7.0,10.0,10.0,10.0,10.0,6.0,10.0,20.0,8.0,10.0
2.0,1.0,2.0,1.0,2.3807739,2.0,10.0,10.0,10.0,6.0,0.0,10.0,6.0,1.0,10.0
6.0,1.0,4.0,1.0,2.35671,1.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,8.0,10.0
2.0,1.0,1.0,1.0,2.29445,4.0,10.0,10.0,10.0,1.0,7.0,3.0,10.0,1.0,10.0
4.0,0.0,2.0,1.0,2.3374932664231616,19.0,10.0,10.0,10.0,5.0,4.0,10.0,20.0,9.0,10.0
8.0,4.0,4.0,2.0,2.2810521125793457,14.0,10.0,10.0,10.0,10.0,2.0,10.0,20.0,10.0,10.0
4.0,1.0,2.0,1.0,2.3854684,17.0,10.0,7.0,10.0,9.0,10.0,10.0,4.0,6.0,10.0
8.0,3.0,4.0,1.5,2.34563,14.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,2.0,2.32777,28.0,7.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
6.0,2.0,3.0,2.0,2.38123,7.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,6.0,10.0
4.0,1.0,2.0,1.0,2.33888,1.0,10.0,10.0,10.0,10.0,4.0,10.0,11.0,6.0,10.0
6.0,3.0,3.0,3.0,2.3279156027042727,17.0,10.0,4.0,10.0,10.0,9.0,4.0,0.0,4.0,10.0
6.0,3.0,3.0,1.0,2.3482,4.0,10.0,8.0,10.0,10.0,10.0,10.0,20.0,4.0,10.0
4.0,2.0,3.0,2.0,2.351984977722168,5.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,3.0,10.0
4.0,1.0,2.0,1.5,2.3398733,4.0,10.0,10.0,10.0,1.0,10.0,10.0,13.0,6.0,10.0
