accommodates,bedrooms,beds,bathrooms,longitude,availability_30,availability_365,number_of_reviews,reviews_per_month,review_scores_checkin,review_scores_location,review_scores_value,nb_amenities,people_per_bedroom,estimated_months_active
4.0,1.0,2.0,2.0,2.286609988177361,23.0,10.0,4.0,10.0,10.0,9.0,10.0,3.0,6.0,10.0
3.0,1.0,2.0,1.0,2.3284855,19.0,4.0,1.0,8.0,9.0,9.0,9.0,12.0,4.0,1.0
4.0,2.0,3.0,1.0,2.3307115,6.0,10.0,10.0,10.0,7.0,6.0,10.0,20.0,3.0,10.0
2.0,1.0,1.0,1.0,2.3914619,2.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,1.0,10.0
1.0,1.0,1.0,1.0,2.39784,15.0,10.0,10.0,10.0,9.0,3.0,10.0,9.0,0.0,10.0
6.0,3.0,3.0,3.0,2.311596123609392,8.0,10.0,2.0,10.0,9.0,9.0,9.0,20.0,4.0,10.0
3.0,0.0,2.0,1.0,2.3398733,4.0,10.0,10.0,10.0,10.0,0.0,10.0,11.0,8.0,10.0
4.0,1.0,1.0,1.0,2.3168458,17.0,10.0,2.0,10.0,9.0,9.0,9.0,2.0,6.0,10.0
4.0,1.0,2.0,1.5,2.352032915746417,10.0,10.0,5.0,10.0,10.0,9.0,10.0,3.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3661099918056965,11.0,10.0,3.0,10.0,10.0,9.0,10.0,4.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3199409,11.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,2.0,2.279973102968964,0.0,10.0,10.0,10.0,10.0,6.0,10.0,2.0,6.0,10.0
6.0,3.0,4.0,1.0,2.307188998042507,0.0,10.0,2.0,5.0,9.0,9.0,1.0,20.0,4.0,10.0
3.0,2.0,2.0,2.0,2.33296,6.0,10.0,10.0,4.0,5.0,10.0,1.0,20.0,1.0,10.0
4.0,1.0,1.0,1.0,2.28286,5.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
2.0,1.0,1.0,1.0,2.2841736,27.0,6.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,0.0,1.0,1.0,2.30278,0.0,10.0,3.0,10.0,9.0,9.0,2.0,9.0,6.0,10.0
2.0,1.0,1.0,1.0,2.33273,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
6.0,1.0,3.0,1.0,2.371269863929016,9.0,10.0,10.0,10.0,7.0,10.0,8.0,20.0,8.0,10.0
2.0,1.0,2.0,1.0,2.34305,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.31991,0.0,10.0,10.0,10.0,10.0,9.0,10.0,16.0,1.0,10.0
2.0,1.0,1.0,1.0,2.39426,7.0,10.0,10.0,10.0,3.0,4.0,5.0,7.0,1.0,10.0
2.0,0.0,1.0,1.0,2.35674,15.0,10.0,10.0,10.0,10.0,6.0,10.0,2.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3314445,0.0,10.0,0.0,7.0,4.0,4.0,3.0,3.0,1.0,0.0
8.0,2.0,5.0,2.0,2.30326,19.0,10.0,4.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0
2.0,1.0,0.0,1.0,2.2889099,15.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
7.0,2.0,4.0,2.0,2.3405863,1.0,10.0,10.0,10.0,10.0,10.0,10.0,18.0,10.0,10.0
2.0,1.0,1.0,1.0,2.2830318,3.0,10.0,2.0,5.0,10.0,9.0,0.0,15.0,1.0,10.0
4.0,2.0,3.0,2.0,2.2698763647384093,1.0,10.0,10.0,10.0,9.0,10.0,10.0,20.0,3.0,10.0
2.0,1.0,1.0,1.0,2.311176175336032,0.0,10.0,3.0,2.0,9.0,9.0,0.0,11.0,1.0,10.0
4.0,1.0,2.0,1.0,2.33774,5.0,10.0,10.0,10.0,7.0,10.0,10.0,16.0,6.0,10.0
2.0,0.0,1.0,1.0,2.31885,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3114616870880127,4.0,10.0,10.0,10.0,4.0,9.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.34783,0.0,0.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
6.0,2.0,2.0,1.0,2.3821098,1.0,10.0,0.0,7.0,4.0,4.0,3.0,9.0,6.0,0.0
2.0,0.0,2.0,1.0,2.382028,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
8.0,4.0,4.0,4.5,2.29609,30.0,9.0,0.0,7.0,4.0,4.0,3.0,10.0,10.0,0.0
4.0,2.0,3.0,1.0,2.3536,0.0,10.0,10.0,10.0,0.0,10.0,10.0,1.0,3.0,10.0
4.0,2.0,2.0,1.0,2.306432008743286,0.0,10.0,10.0,10.0,6.0,7.0,4.0,20.0,3.0,10.0
4.0,1.0,1.0,1.0,2.28858,3.0,10.0,10.0,10.0,9.0,8.0,10.0,15.0,6.0,10.0
3.0,1.0,2.0,1.0,2.36691,0.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,4.0,10.0
3.0,1.0,2.0,1.0,2.38556,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.4021194781811857,27.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,0.0,1.0,1.0,2.354879953967286,0.0,10.0,10.0,10.0,2.0,10.0,10.0,13.0,6.0,10.0
2.0,1.0,1.0,1.0,2.39703,3.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,2.0,2.0,1.0,2.32511,11.0,10.0,10.0,10.0,3.0,10.0,10.0,11.0,3.0,10.0
5.0,2.0,1.0,2.0,2.33388,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,5.0,0.0
2.0,0.0,1.0,1.0,2.2942116,21.0,10.0,0.0,7.0,4.0,4.0,3.0,5.0,6.0,0.0
2.0,0.0,0.0,1.0,2.2903413356128275,30.0,9.0,0.0,7.0,4.0,4.0,3.0,13.0,6.0,0.0
2.0,1.0,1.0,1.0,2.273932552469136,26.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.3137236190180945,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.27148,28.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,0.0,1.0,1.5,2.370449622730754,16.0,10.0,10.0,10.0,7.0,7.0,10.0,5.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3037014,27.0,6.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,1.0,1.0,1.0,2.2855,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0
2.0,1.0,1.0,1.0,2.37593,7.0,10.0,10.0,10.0,5.0,10.0,6.0,20.0,1.0,10.0
2.0,1.0,2.0,1.0,2.30205,5.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
2.0,0.0,1.0,1.0,2.374846,0.0,10.0,0.0,7.0,4.0,4.0,3.0,0.0,6.0,0.0
2.0,1.0,1.0,1.0,2.38388,3.0,10.0,6.0,10.0,9.0,9.0,2.0,10.0,1.0,10.0
3.0,0.0,2.0,1.0,2.30397,0.0,10.0,3.0,10.0,10.0,10.0,10.0,20.0,8.0,10.0
2.0,1.0,1.0,1.0,2.34423,1.0,10.0,9.0,10.0,9.0,9.0,9.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.3825,14.0,10.0,10.0,10.0,9.0,1.0,10.0,9.0,6.0,10.0
2.0,1.0,1.0,1.5,2.372023648232844,0.0,10.0,7.0,10.0,0.0,9.0,9.0,16.0,1.0,10.0
2.0,1.0,1.0,1.0,2.365751,0.0,10.0,10.0,10.0,10.0,1.0,10.0,11.0,1.0,10.0
4.0,2.0,2.0,1.0,2.3591843,23.0,1.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
2.0,1.0,1.0,1.0,2.3178136,0.0,10.0,1.0,1.0,10.0,10.0,10.0,20.0,1.0,5.0
2.0,1.0,1.0,1.0,2.2596289962530136,0.0,10.0,2.0,10.0,9.0,9.0,9.0,9.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3094201,13.0,10.0,0.0,7.0,4.0,4.0,3.0,5.0,1.0,0.0
2.0,1.0,1.0,1.0,2.35896,29.0,8.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
6.0,3.0,2.0,2.5,2.33375,13.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,1.0,1.0,1.0,2.31287,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
4.0,1.0,2.0,1.0,2.36698,5.0,10.0,5.0,10.0,10.0,10.0,10.0,7.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3634759,6.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0,10.0
2.0,1.0,1.0,1.5,2.3327604,23.0,10.0,0.0,7.0,4.0,4.0,3.0,2.0,1.0,0.0
4.0,2.0,2.0,2.5,2.375113211908452,29.0,8.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
2.0,1.0,1.0,1.0,2.347407,4.0,10.0,9.0,5.0,9.0,9.0,2.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.407286,0.0,10.0,10.0,10.0,9.0,1.0,7.0,0.0,6.0,10.0
6.0,2.0,4.0,1.0,2.36915,19.0,4.0,10.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
5.0,3.0,3.0,2.5,2.281992898147576,28.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,2.0,0.0
12.0,3.0,7.0,2.0,2.312857115361145,5.0,10.0,6.0,10.0,10.0,10.0,1.0,0.0,8.0,10.0
2.0,1.0,1.0,1.0,2.343776,25.0,10.0,7.0,10.0,9.0,9.0,7.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.379853904182367,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.401769509770558,3.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,6.0,10.0
2.0,1.0,1.0,1.5,2.2960100156222603,24.0,5.0,10.0,10.0,9.0,9.0,10.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.3494264,3.0,10.0,5.0,10.0,9.0,9.0,5.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.3099981,3.0,10.0,5.0,10.0,10.0,10.0,0.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35177,14.0,10.0,10.0,3.0,10.0,2.0,10.0,10.0,6.0,10.0
2.0,1.0,1.0,1.0,2.390780930060984,0.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
2.0,1.0,1.0,1.0,2.3253065560903883,18.0,10.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
2.0,1.0,1.0,1.0,2.32795,28.0,7.0,1.0,10.0,9.0,9.0,0.0,20.0,1.0,10.0
1.0,1.0,1.0,1.0,2.32205,16.0,10.0,10.0,10.0,7.0,10.0,10.0,20.0,0.0,10.0
2.0,1.0,1.0,1.0,2.3785,18.0,10.0,1.0,8.0,9.0,9.0,9.0,1.0,1.0,1.0
6.0,2.0,3.0,2.5,2.3529488,3.0,10.0,10.0,10.0,4.0,10.0,10.0,8.0,6.0,10.0
4.0,1.0,2.0,1.0,2.30038,6.0,10.0,10.0,10.0,6.0,10.0,4.0,14.0,6.0,10.0
2.0,0.0,0.0,1.0,2.3374278,0.0,10.0,1.0,10.0,9.0,10.0,10.0,4.0,6.0,10.0
2.0,1.0,1.0,1.0,2.301977723836899,14.0,10.0,3.0,10.0,9.0,9.0,9.0,17.0,1.0,10.0
2.0,1.0,1.0,1.0,2.37564,19.0,10.0,10.0,10.0,8.0,7.0,10.0,20.0,1.0,10.0
8.0,3.0,4.0,2.0,2.40207,13.0,10.0,7.0,10.0,10.0,10.0,10.0,0.0,6.0,9.0
3.0,1.0,2.0,1.0,2.3326,1.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,10.0
3.0,2.0,2.0,1.0,2.348300665627558,4.0,10.0,6.0,10.0,9.0,10.0,9.0,20.0,1.0,10.0
4.0,1.0,1.0,1.0,2.36404,14.0,10.0,4.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.316965103149414,7.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0,10.0
2.0,1.0,1.0,1.0,2.38294,8.0,10.0,10.0,10.0,9.0,9.0,10.0,18.0,1.0,10.0
6.0,3.0,4.0,1.0,2.36381,9.0,10.0,10.0,10.0,9.0,10.0,10.0,20.0,4.0,10.0
5.0,3.0,4.0,1.0,2.328249931335449,1.0,10.0,4.0,10.0,10.0,9.0,10.0,16.0,2.0,10.0
3.0,2.0,2.0,1.0,2.36186,10.0,10.0,9.0,10.0,9.0,10.0,9.0,17.0,1.0,10.0
4.0,1.0,2.0,1.0,2.2963109,16.0,10.0,1.0,8.0,10.0,10.0,0.0,20.0,6.0,1.0
2.0,1.0,1.0,1.0,2.341686773411572,11.0,10.0,10.0,10.0,10.0,2.0,10.0,9.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3924,29.0,8.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,10.0
4.0,2.0,2.0,1.0,2.323149626983634,14.0,10.0,10.0,10.0,10.0,6.0,10.0,11.0,3.0,10.0
1.0,1.0,1.0,1.0,2.3628367,11.0,10.0,2.0,9.0,9.0,9.0,1.0,0.0,0.0,2.0
2.0,1.0,1.0,1.0,2.3622,0.0,10.0,2.0,10.0,9.0,9.0,9.0,13.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3631778,2.0,10.0,1.0,10.0,10.0,9.0,0.0,3.0,1.0,10.0
8.0,4.0,4.0,3.0,2.30415,29.0,3.0,0.0,7.0,4.0,4.0,3.0,19.0,10.0,0.0
2.0,1.0,2.0,1.0,2.3819829,0.0,10.0,5.0,10.0,9.0,9.0,5.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.29445,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0
2.0,1.0,1.0,1.0,2.31940241947214,29.0,8.0,0.0,7.0,4.0,4.0,3.0,20.0,1.0,0.0
1.0,1.0,1.0,0.5,2.34754,18.0,10.0,5.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0
1.0,1.0,1.0,1.0,2.3347291098194702,10.0,10.0,2.0,10.0,9.0,9.0,1.0,20.0,0.0,10.0
5.0,3.0,4.0,1.5,2.31515,0.0,10.0,10.0,10.0,10.0,7.0,10.0,20.0,2.0,10.0
6.0,3.0,4.0,2.0,2.365523,30.0,9.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,0.0,1.0,1.0,2.2942116,13.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
5.0,1.0,3.0,1.0,2.2846,1.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0
2.0,1.0,2.0,1.0,2.34223,8.0,10.0,10.0,10.0,3.0,9.0,10.0,13.0,1.0,10.0
4.0,2.0,3.0,1.0,2.36343,4.0,10.0,10.0,10.0,10.0,5.0,10.0,20.0,3.0,10.0
2.0,1.0,1.0,1.0,2.3689984,23.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,1.0,10.0
4.0,1.0,1.0,2.0,2.30265,11.0,10.0,10.0,10.0,10.0,7.0,4.0,10.0,6.0,10.0
6.0,3.0,3.0,2.0,2.357,28.0,7.0,9.0,10.0,10.0,1.0,10.0,13.0,4.0,10.0
1.0,1.0,1.0,1.0,2.376416,22.0,10.0,2.0,10.0,10.0,9.0,10.0,20.0,0.0,10.0
1.0,0.0,1.0,1.0,2.36409,22.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,1.0,10.0
4.0,1.0,2.0,1.0,2.34515,2.0,10.0,5.0,10.0,9.0,9.0,5.0,0.0,6.0,10.0
6.0,4.0,3.0,3.0,2.3734090269940222,9.0,10.0,7.0,10.0,9.0,9.0,7.0,20.0,10.0,10.0
2.0,1.0,0.0,1.0,2.264858238117626,17.0,10.0,0.0,7.0,4.0,4.0,3.0,10.0,1.0,0.0
2.0,0.0,2.0,1.0,2.327166683971882,14.0,10.0,10.0,10.0,10.0,9.0,10.0,20.0,6.0,10.0
6.0,3.0,3.0,2.5,2.3175371776261806,0.0,10.0,10.0,10.0,9.0,9.0,10.0,14.0,4.0,10.0
3.0,1.0,2.0,1.0,2.337,15.0,10.0,10.0,10.0,9.0,9.0,10.0,20.0,4.0,10.0
2.0,1.0,1.0,1.0,2.3386808,18.0,10.0,2.0,10.0,9.0,9.0,9.0,5.0,1.0,10.0
4.0,1.0,2.0,1.0,2.391287503411065,20.0,10.0,10.0,10.0,9.0,9.0,10.0,4.0,6.0,10.0
1.0,0.0,1.0,1.0,2.33032,3.0,10.0,5.0,10.0,9.0,10.0,5.0,20.0,1.0,10.0
12.0,4.0,7.0,3.0,2.3584,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2.0,1.0,1.0,1.0,2.34165,9.0,10.0,10.0,10.0,10.0,10.0,7.0,20.0,1.0,10.0
2.0,0.0,1.0,1.0,2.33307,0.0,10.0,8.0,5.0,10.0,9.0,10.0,20.0,6.0,10.0
5.0,3.0,4.0,2.0,2.345212673142463,1.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,2.0,10.0
4.0,1.0,2.0,1.0,2.34017,0.0,10.0,0.0,7.0,4.0,4.0,3.0,9.0,6.0,0.0
2.0,1.0,1.0,1.0,2.33464,3.0,10.0,10.0,10.0,4.0,9.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.40453,29.0,10.0,10.0,10.0,8.0,10.0,10.0,20.0,1.0,10.0
6.0,2.0,3.0,1.0,2.392524395726521,0.0,10.0,2.0,10.0,10.0,9.0,1.0,20.0,6.0,10.0
2.0,0.0,1.0,1.0,2.35064,3.0,10.0,10.0,10.0,10.0,4.0,10.0,16.0,6.0,10.0
1.0,1.0,2.0,1.0,2.2668897,16.0,10.0,10.0,10.0,2.0,10.0,10.0,20.0,0.0,10.0
4.0,2.0,2.0,1.0,2.36452,12.0,10.0,2.0,10.0,9.0,9.0,9.0,8.0,3.0,10.0
2.0,1.0,1.0,1.0,2.33415,3.0,10.0,10.0,10.0,10.0,10.0,3.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3233194,0.0,10.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0
2.0,1.0,1.0,1.0,2.3765920355521097,2.0,10.0,10.0,10.0,6.0,5.0,10.0,10.0,1.0,10.0
6.0,2.0,4.0,1.0,2.37945,12.0,10.0,5.0,10.0,9.0,10.0,5.0,20.0,6.0,10.0
4.0,2.0,2.0,1.0,2.3443091,5.0,10.0,10.0,10.0,10.0,8.0,10.0,16.0,3.0,10.0
6.0,3.0,5.0,1.0,2.39555592286006,5.0,10.0,3.0,10.0,9.0,9.0,9.0,13.0,4.0,10.0
2.0,1.0,1.0,1.0,2.3259768,0.0,10.0,0.0,7.0,4.0,4.0,3.0,5.0,1.0,0.0
5.0,2.0,3.0,1.0,2.28975413614698,14.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,5.0,0.0
3.0,1.0,1.0,1.0,2.3104742914438248,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
2.0,1.0,1.0,1.0,2.32406,2.0,10.0,10.0,6.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.37146,29.0,8.0,0.0,7.0,4.0,4.0,3.0,19.0,1.0,0.0
2.0,1.0,1.0,1.0,2.32911,15.0,10.0,10.0,10.0,1.0,0.0,10.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.333639761376971,5.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,6.0,0.0
5.0,3.0,4.0,2.0,2.34522,29.0,3.0,0.0,7.0,4.0,4.0,3.0,20.0,2.0,0.0
4.0,1.0,2.0,1.0,2.3618075,2.0,10.0,10.0,10.0,7.0,4.0,10.0,14.0,6.0,10.0
2.0,1.0,1.0,1.0,2.366581,0.0,10.0,9.0,5.0,2.0,1.0,2.0,20.0,1.0,10.0
2.0,0.0,1.0,0.0,2.2950494,0.0,0.0,0.0,7.0,4.0,4.0,3.0,3.0,6.0,0.0
4.0,0.0,2.0,1.0,2.3466183,18.0,10.0,0.0,7.0,4.0,4.0,3.0,13.0,9.0,0.0
5.0,2.0,5.0,2.0,2.3926537,29.0,10.0,0.0,7.0,4.0,4.0,3.0,18.0,5.0,0.0
2.0,1.0,1.0,1.0,2.382569446032705,0.0,10.0,5.0,10.0,9.0,9.0,5.0,7.0,1.0,10.0
3.0,1.0,2.0,1.0,2.34043,9.0,10.0,10.0,10.0,3.0,7.0,10.0,12.0,4.0,10.0
2.0,1.0,1.0,1.0,2.36226,7.0,10.0,0.0,7.0,4.0,4.0,3.0,6.0,1.0,0.0
10.0,5.0,5.0,3.0,2.349127267105109,6.0,10.0,0.0,7.0,4.0,4.0,3.0,2.0,5.0,0.0
4.0,1.0,4.0,1.0,2.25889731748506,23.0,1.0,3.0,10.0,9.0,9.0,2.0,20.0,6.0,10.0
4.0,2.0,2.0,1.0,2.38504,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,3.0,0.0
10.0,4.0,6.0,3.0,2.34714,3.0,10.0,10.0,10.0,7.0,8.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.35879,10.0,10.0,10.0,10.0,10.0,10.0,1.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.372979149222374,20.0,10.0,6.0,10.0,9.0,10.0,0.0,6.0,1.0,10.0
3.0,1.0,1.0,1.0,2.35296,4.0,10.0,5.0,10.0,9.0,9.0,10.0,20.0,4.0,10.0
4.0,1.0,2.0,1.0,2.3769,0.0,10.0,5.0,10.0,9.0,10.0,9.0,14.0,6.0,10.0
2.0,1.0,1.0,1.0,2.2920042564800776,0.0,10.0,0.0,7.0,4.0,4.0,3.0,15.0,1.0,0.0
5.0,3.0,3.0,2.0,2.353,28.0,7.0,2.0,5.0,9.0,9.0,9.0,12.0,2.0,10.0
4.0,1.0,2.0,1.0,2.35116,17.0,10.0,10.0,10.0,3.0,10.0,1.0,20.0,6.0,10.0
3.0,1.0,2.0,1.5,2.33286,9.0,10.0,8.0,0.0,10.0,10.0,10.0,3.0,4.0,10.0
6.0,2.0,3.0,1.0,2.366377,1.0,10.0,4.0,9.0,9.0,10.0,1.0,11.0,6.0,10.0
2.0,0.0,1.0,1.0,2.3608027,0.0,10.0,10.0,10.0,10.0,4.0,10.0,11.0,6.0,10.0
4.0,2.0,2.0,2.0,2.3875948,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,3.0,10.0
2.0,1.0,2.0,1.0,2.3387655463127723,6.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35327,10.0,10.0,10.0,10.0,10.0,3.0,10.0,20.0,6.0,10.0
2.0,1.0,1.0,1.0,2.311124,4.0,10.0,0.0,7.0,4.0,4.0,3.0,4.0,1.0,0.0
4.0,2.0,2.0,1.0,2.31982,29.0,8.0,1.0,10.0,9.0,9.0,9.0,7.0,3.0,10.0
5.0,3.0,3.0,2.0,2.34707,1.0,10.0,6.0,10.0,10.0,9.0,1.0,4.0,2.0,10.0
6.0,2.0,3.0,2.0,2.3435406,18.0,10.0,0.0,7.0,4.0,4.0,3.0,17.0,6.0,0.0
5.0,3.0,0.0,2.0,2.352111572363233,23.0,5.0,0.0,7.0,4.0,4.0,3.0,20.0,2.0,0.0
4.0,1.0,1.0,1.0,2.39023,13.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0
4.0,2.0,2.0,1.0,2.33753,3.0,10.0,10.0,10.0,6.0,10.0,10.0,12.0,3.0,10.0
2.0,0.0,2.0,1.0,2.374591112136841,16.0,10.0,10.0,10.0,6.0,10.0,10.0,20.0,6.0,10.0
6.0,2.0,3.0,2.0,2.34347,2.0,10.0,10.0,10.0,4.0,1.0,10.0,20.0,6.0,10.0
1.0,1.0,3.0,1.5,2.35634,5.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0.0,10.0
4.0,2.0,2.0,1.0,2.36136,0.0,10.0,4.0,10.0,9.0,10.0,10.0,10.0,3.0,10.0
2.0,1.0,1.0,0.0,2.28669,15.0,10.0,8.0,10.0,1.0,0.0,1.0,5.0,1.0,10.0
2.0,1.0,1.0,1.5,2.341538424852493,14.0,10.0,3.0,10.0,9.0,9.0,9.0,20.0,1.0,10.0
6.0,3.0,3.0,1.0,2.35814727359036,0.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,4.0,0.0
1.0,1.0,2.0,1.0,2.28669,18.0,10.0,7.0,1.0,9.0,9.0,10.0,9.0,0.0,10.0
2.0,1.0,1.0,1.0,2.31928,2.0,10.0,10.0,10.0,2.0,3.0,10.0,20.0,1.0,10.0
2.0,1.0,1.0,1.0,2.374133,8.0,10.0,10.0,10.0,10.0,6.0,10.0,14.0,1.0,10.0
2.0,1.0,1.0,1.0,2.37872,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
2.0,1.0,2.0,1.0,2.303345611638237,0.0,10.0,7.0,10.0,0.0,10.0,3.0,20.0,1.0,10.0
6.0,2.0,5.0,1.0,2.3813826,4.0,10.0,10.0,10.0,10.0,5.0,2.0,15.0,6.0,10.0
2.0,0.0,1.0,1.0,2.398598,15.0,10.0,10.0,10.0,0.0,10.0,10.0,20.0,6.0,10.0
4.0,1.0,2.0,1.5,2.32362,11.0,10.0,10.0,10.0,10.0,8.0,10.0,12.0,6.0,10.0
2.0,1.0,1.0,1.0,2.2867975,0.0,10.0,5.0,10.0,9.0,9.0,10.0,13.0,1.0,10.0
7.0,2.0,4.0,1.0,2.406687696649592,27.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,10.0,0.0
2.0,0.0,1.0,1.0,2.32273,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,6.0,10.0
2.0,1.0,1.0,1.0,2.344562150537968,0.0,10.0,3.0,10.0,9.0,9.0,10.0,20.0,1.0,10.0
4.0,1.0,2.0,1.0,2.35671,6.0,10.0,2.0,10.0,9.0,9.0,9.0,5.0,6.0,10.0
4.0,1.0,2.0,1.5,2.32444900282554,5.0,10.0,5.0,10.0,10.0,10.0,10.0,20.0,6.0,10.0
2.0,0.0,1.0,1.0,2.330967983159003,16.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,6.0,10.0
1.0,1.0,1.0,1.0,2.3707713321435246,27.0,10.0,0.0,7.0,4.0,4.0,3.0,20.0,0.0,0.0
6.0,2.0,3.0,1.5,2.329344,12.0,10.0,10.0,10.0,10.0,6.0,10.0,3.0,6.0,10.0
2.0,1.0,2.0,1.0,2.35408,0.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,1.0,10.0
2.0,5.0,2.0,1.0,2.32957,9.0,10.0,7.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
2.0,1.0,2.0,1.0,2.350489173385826,6.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,1.0,10.0
