accommodates,bedrooms,beds,bathrooms,latitude,longitude,neighbourhood_cleansed,property_type,room_type,minimum_nights,availability_30,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,month,day_of_week,nb_amenities,amenities,distance_center_km,lat_from_median,lon_from_median,people_per_bedroom,amenities_per_person,estimated_months_active,price
8.0,3.0,3.0,2.0,47.66031845198722,-122.33190515117818,79.0,9.0,0.0,1.0,0.0,0.0,41.0,2.41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,17.0,1723.0,6.007165869592535,0.03671752111257831,0.003030716312792947,2.0,1.8888888888888888,16.334661354581673,295.0
2.0,1.0,1.0,1.0,47.6541086069472,-122.33760528816453,79.0,0.0,0.0,2.0,30.0,365.0,52.0,0.66,93.0,9.0,9.0,10.0,9.0,10.0,9.0,12.0,0.0,12.0,1811.0,5.333791973694202,0.03050767607255267,0.008730853299141472,1.0,4.0,68.42105263157895,90.0
1.0,1.0,1.0,1.0,47.64996079853613,-122.33270150932088,79.0,9.0,2.0,4.0,30.0,365.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,11.0,867.0,4.8576572256418125,0.02635986766148335,0.0038270744555006786,0.5,5.5,0.0,40.0
2.0,0.0,1.0,1.0,47.65769988179397,-122.33415131299296,79.0,0.0,0.0,2.0,29.0,364.0,5.0,0.37,88.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,0.0,10.0,847.0,5.718547882876388,0.034098950919322135,0.005276878127574491,2.0,3.3333333333333335,10.638297872340425,85.0
1.0,1.0,1.0,1.0,47.651581662709255,-122.33079667212384,79.0,9.0,2.0,4.0,29.0,364.0,3.0,0.18,80.0,7.0,6.0,9.0,10.0,9.0,8.0,12.0,0.0,10.0,871.0,5.038308807908248,0.02798073183461014,0.001922237258455084,0.5,5.0,10.714285714285714,40.0
2.0,1.0,1.0,1.5,47.67084570118031,-122.33746656281208,79.0,9.0,1.0,1.0,0.0,212.0,32.0,0.85,96.0,9.0,9.0,10.0,10.0,10.0,10.0,12.0,0.0,18.0,1156.0,7.186903677404784,0.047244770305667316,0.008592127946698724,1.0,6.0,33.68421052631579,40.0
8.0,4.0,4.0,2.0,47.66809218842,-122.3367732835758,79.0,9.0,0.0,2.0,26.0,354.0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,20.0,1894.0,6.878929569660191,0.04449125754535288,0.007898848710411244,1.6,2.2222222222222223,0.9090909090909091,245.0
2.0,1.0,1.0,1.0,47.664320192586864,-122.32917532528678,79.0,0.0,0.0,5.0,0.0,186.0,2.0,0.31,90.0,9.0,10.0,10.0,10.0,8.0,9.0,12.0,0.0,12.0,1093.0,6.455053331318854,0.04071926171221918,0.00030089042139991307,1.0,4.0,4.878048780487805,130.0
4.0,3.0,2.0,1.5,47.66291652478462,-122.32672333140722,79.0,9.0,0.0,1.0,0.0,0.0,6.0,0.36,93.0,10.0,9.0,10.0,10.0,10.0,9.0,12.0,0.0,14.0,298.0,6.308380415946707,0.03931559390997563,0.002151103458160719,1.0,2.8,13.043478260869566,210.0
6.0,2.0,3.0,2.5,47.67081358173347,-122.32748553967812,79.0,9.0,0.0,2.0,30.0,365.0,11.0,0.68,91.0,9.0,9.0,10.0,10.0,10.0,9.0,12.0,0.0,13.0,482.0,7.180416901219467,0.047212650858824645,0.0013888951872615962,2.0,1.8571428571428572,14.102564102564102,439.0
1.0,1.0,1.0,1.0,47.65491444978424,-122.33807522559133,79.0,9.0,1.0,1.0,25.0,85.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,11.0,675.0,5.425762986667414,0.03131351890959877,0.009200790725941488,0.5,5.5,0.0,90.0
3.0,1.0,1.0,1.0,47.67164209517876,-122.3252767752146,79.0,0.0,0.0,2.0,0.0,275.0,13.0,1.79,90.0,10.0,10.0,9.0,9.0,10.0,10.0,12.0,0.0,10.0,154.0,7.281998674816524,0.048041164304116535,0.0035976596507794056,1.5,2.5,6.878306878306878,95.0
4.0,2.0,3.0,1.0,47.66982240890338,-122.32696044584804,79.0,0.0,0.0,2.0,18.0,116.0,36.0,2.88,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,22.0,1900.0,7.072554298461681,0.046221478028734,0.0019139890173391905,1.3333333333333333,4.4,12.080536912751677,109.0
1.0,1.0,1.0,1.0,47.65084965555605,-122.33291072019222,79.0,9.0,2.0,4.0,30.0,365.0,5.0,0.3,88.0,8.0,7.0,9.0,9.0,9.0,9.0,12.0,0.0,14.0,861.0,4.9564831369033095,0.0272487246814066,0.004036285326833422,0.5,7.0,12.5,40.0
4.0,2.0,1.0,1.0,47.65543134648598,-122.33342234576538,79.0,9.0,0.0,3.0,14.0,21.0,4.0,0.43,95.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,14.0,2513.0,5.465575468537758,0.03183041561133848,0.004547910900001284,1.3333333333333333,2.8,7.547169811320754,175.0
3.0,1.0,2.0,1.0,47.66230982225841,-122.3268488016782,79.0,9.0,0.0,4.0,3.0,66.0,69.0,1.38,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,954.0,6.240576688964056,0.03870889138376299,0.0020256331871877364,1.5,3.0,46.62162162162162,80.0
2.0,1.0,1.0,1.0,47.66332376042779,-122.32575641729169,79.0,0.0,0.0,2.0,29.0,364.0,3.0,1.15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,15.0,604.0,6.35848520583314,0.03972282955314199,0.0031180175736977844,1.0,5.0,2.4,105.0
8.0,3.0,3.0,3.5,47.66580250357935,-122.33876739833978,79.0,9.0,0.0,1.0,0.0,176.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,15.0,2874.0,6.6346680989142675,0.04220157270470537,0.009892963474399608,2.0,1.6666666666666667,0.0,400.0
4.0,2.0,3.0,1.0,47.65254158522795,-122.33876859641788,79.0,0.0,0.0,2.0,5.0,235.0,12.0,4.56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,19.0,1189.0,5.168069400166629,0.028940654353306172,0.009894161552495007,1.3333333333333333,3.8,2.5751072961373396,100.0
1.0,1.0,1.0,1.0,47.649898063458174,-122.33125621917527,79.0,9.0,2.0,4.0,29.0,364.0,7.0,0.41,94.0,9.0,8.0,10.0,9.0,9.0,10.0,12.0,0.0,13.0,865.0,4.8508960782340536,0.026297132583529503,0.0023817843098896674,0.5,6.5,13.72549019607843,40.0
6.0,2.0,4.0,1.0,47.65899259228358,-122.32466335427704,79.0,9.0,0.0,2.0,30.0,343.0,30.0,2.45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,2083.0,5.886347406212114,0.035391661408937125,0.004211080588348182,2.0,1.7142857142857142,11.76470588235294,160.0
2.0,1.0,1.0,1.0,47.6680060912153,-122.3293890374673,79.0,9.0,1.0,1.0,30.0,363.0,64.0,5.27,94.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,321.0,6.863475427354112,0.04440516034065212,0.0005146026019104966,1.0,4.333333333333333,11.918063314711361,55.0
3.0,1.0,2.0,1.0,47.666424882155205,-122.33490521305129,79.0,9.0,1.0,3.0,1.0,33.0,16.0,0.39,93.0,9.0,9.0,10.0,10.0,10.0,10.0,12.0,0.0,14.0,3032.0,6.688257622748641,0.04282395128056038,0.0060307781859023635,1.5,3.5,32.6530612244898,55.0
2.0,1.0,1.0,2.5,47.65166320337482,-122.33968504915391,79.0,9.0,1.0,5.0,2.0,337.0,14.0,0.31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,11.0,2918.0,5.078242073091255,0.028062272500172014,0.010810614288530473,1.0,3.6666666666666665,34.14634146341463,150.0
2.0,1.0,2.0,1.0,47.65349107957978,-122.34095341331717,79.0,9.0,1.0,1.0,28.0,339.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,7.0,217.0,5.290960517299099,0.02989014870513529,0.012078978451782518,1.0,2.3333333333333335,0.0,55.0
6.0,2.0,2.0,1.0,47.6570827282358,-122.32655113710162,79.0,9.0,0.0,1.0,9.0,313.0,17.0,3.98,93.0,10.0,10.0,10.0,10.0,9.0,9.0,12.0,0.0,13.0,2275.0,5.663228671242969,0.033481797361154975,0.0023232977637661634,2.0,1.8571428571428572,4.166666666666667,95.0
4.0,2.0,2.0,1.0,47.67096384666843,-122.32886331069498,79.0,9.0,0.0,3.0,10.0,334.0,1.0,0.23,80.0,10.0,8.0,10.0,10.0,10.0,8.0,12.0,0.0,19.0,1957.0,7.192866843416585,0.0473629157937836,1.112417039905722e-05,1.3333333333333333,3.8,3.0303030303030303,155.0
2.0,1.0,1.0,1.0,47.66191805778083,-122.3249911936322,79.0,9.0,1.0,1.0,0.0,191.0,17.0,3.72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,18.0,2856.0,6.207544390248449,0.03831712690618616,0.0038832412331828436,1.0,6.0,4.450261780104712,55.0
1.0,1.0,1.0,1.0,47.6509940204123,-122.33234504670516,79.0,9.0,2.0,4.0,29.0,364.0,4.0,0.28,95.0,10.0,9.0,10.0,10.0,8.0,10.0,12.0,0.0,13.0,865.0,4.9721700859242635,0.027393089537653736,0.0034706118397735963,0.5,6.5,10.526315789473685,40.0
7.0,3.0,5.0,2.0,47.65612701676519,-122.33530288727115,79.0,9.0,0.0,2.0,5.0,154.0,4.0,0.24,93.0,10.0,9.0,10.0,10.0,10.0,9.0,12.0,0.0,18.0,2266.0,5.547080225508067,0.032526085890545176,0.006428452405771168,1.75,2.25,11.764705882352942,250.0
2.0,0.0,1.0,1.0,47.66752607642939,-122.32891105159128,79.0,9.0,0.0,1.0,28.0,363.0,44.0,2.57,96.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,0.0,11.0,542.0,6.811376790067329,0.043925145554744915,3.661672589316822e-05,2.0,3.6666666666666665,16.47940074906367,145.0
2.0,1.0,1.0,1.0,47.65929724244516,-122.3330959836512,79.0,9.0,1.0,1.0,26.0,85.0,100.0,4.18,91.0,9.0,9.0,10.0,10.0,10.0,9.0,12.0,0.0,18.0,2951.0,5.89426522995105,0.035696311570518446,0.004221548785821483,1.0,6.0,23.364485981308416,54.0
4.0,1.0,1.0,1.0,47.6525762621653,-122.32873603122351,79.0,9.0,0.0,2.0,25.0,351.0,3.0,1.76,100.0,10.0,10.0,10.0,10.0,9.0,10.0,12.0,0.0,19.0,2980.0,5.153917551210584,0.02897533129065266,0.00013840364186989973,2.0,3.8,1.6129032258064515,99.0
8.0,3.0,3.0,3.0,47.65410156586528,-122.33851094420066,79.0,9.0,0.0,1.0,24.0,359.0,70.0,1.69,97.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,0.0,12.0,1940.0,5.338676726096176,0.03050063499063782,0.009636509335280152,2.0,1.3333333333333333,39.10614525139665,254.0
3.0,0.0,2.0,1.0,47.67048822217898,-122.32260006958822,79.0,10.0,0.0,2.0,23.0,328.0,84.0,4.52,97.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,7.0,2677.0,7.171321969704525,0.046887291304337,0.0062743652771644065,3.0,1.75,18.181818181818183,100.0
2.0,1.0,1.0,1.0,47.65668734140474,-122.32656987944428,79.0,9.0,1.0,2.0,23.0,333.0,36.0,3.07,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,15.0,1512.0,5.619356324316487,0.03308641053009609,0.002304555421105192,1.0,5.0,11.35646687697161,65.0
4.0,2.0,2.0,1.0,47.652434156093086,-122.3378533128977,79.0,9.0,0.0,2.0,10.0,193.0,86.0,2.16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,2407.0,5.150021928761672,0.028833225218441783,0.008978878032323223,1.3333333333333333,2.6,38.05309734513274,150.0
2.0,1.0,1.0,1.0,47.64826946132916,-122.33703239045413,79.0,0.0,0.0,1.0,0.0,119.0,1.0,0.23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,14.0,1248.0,4.684277221076969,0.02466853045451245,0.008157955588742993,1.0,4.666666666666667,3.0303030303030303,140.0
3.0,1.0,2.0,1.0,47.66817599754457,-122.33737078892932,79.0,9.0,1.0,3.0,0.0,308.0,15.0,0.36,97.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,840.0,6.890635524025945,0.044575066669928276,0.008496354063936451,1.5,3.25,32.608695652173914,45.0
3.0,1.0,2.0,1.0,47.670267202096966,-122.32537254083478,79.0,9.0,1.0,1.0,0.0,121.0,18.0,2.57,89.0,9.0,9.0,10.0,9.0,9.0,9.0,12.0,0.0,16.0,2857.0,7.129259540592974,0.04666627122232114,0.0035018940306059676,1.5,4.0,6.741573033707866,74.0
2.0,1.0,2.0,1.0,47.661905511973,-122.323971662859,79.0,0.0,1.0,1.0,29.0,57.0,1.0,1.0,80.0,10.0,8.0,10.0,10.0,10.0,10.0,12.0,0.0,22.0,2637.0,6.213162742922003,0.03830458109835888,0.004902772006389,1.0,7.333333333333333,0.9090909090909091,60.0
5.0,2.0,3.0,2.5,47.66222165880239,-122.32358714068236,79.0,9.0,0.0,3.0,0.0,102.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,3180.0,6.2509547419792755,0.03862072792774285,0.005287294183020208,1.6666666666666667,2.0,0.0,350.0
4.0,1.0,1.0,1.0,47.66632646722553,-122.33374126317668,79.0,0.0,0.0,2.0,27.0,355.0,32.0,1.12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,17.0,1403.0,6.675168057154189,0.04272553635088627,0.004866828311293148,2.0,3.4,26.22950819672131,135.0
2.0,1.0,1.0,1.0,47.66198073763037,-122.34609578500071,79.0,0.0,0.0,2.0,3.0,338.0,10.0,0.89,100.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,0.0,10.0,994.0,6.279632044422935,0.03837980675572794,0.01722135013532977,1.0,3.3333333333333335,10.1010101010101,85.0
8.0,3.0,3.0,2.0,47.654476789922704,-122.33646426288396,79.0,9.0,0.0,3.0,30.0,365.0,47.0,0.65,95.0,10.0,9.0,9.0,9.0,10.0,9.0,12.0,0.0,21.0,1809.0,5.368668115457686,0.03087585904805934,0.007589828018581102,2.0,2.3333333333333335,62.666666666666664,310.0
1.0,1.0,1.0,1.0,47.65127573416264,-122.33279650289032,79.0,9.0,2.0,4.0,29.0,364.0,3.0,0.36,87.0,8.0,7.0,9.0,10.0,9.0,8.0,12.0,0.0,11.0,867.0,5.003678005089853,0.027674803287993655,0.003922068024934333,0.5,5.5,6.521739130434783,40.0
5.0,2.0,2.0,1.0,47.6642271115897,-122.33904925011102,79.0,9.0,0.0,2.0,30.0,365.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,15.0,899.0,6.4619716528100914,0.040626180715058524,0.010174815245633795,1.6666666666666667,2.5,0.0,215.0
8.0,3.0,3.0,2.5,47.66121706051919,-122.33942421330588,79.0,9.0,0.0,1.0,20.0,355.0,38.0,1.22,95.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,0.0,14.0,1697.0,6.131443743395404,0.037616129644547414,0.010549778440491764,2.0,1.5555555555555556,28.787878787878785,245.0
2.0,1.0,1.0,1.5,47.66247669890075,-122.3326592048572,79.0,9.0,1.0,2.0,0.0,94.0,25.0,0.92,100.0,10.0,10.0,10.0,10.0,9.0,10.0,12.0,0.0,11.0,3067.0,6.246853765006863,0.038875768026102264,0.0037847699918103217,1.0,3.6666666666666665,24.509803921568626,65.0
4.0,1.0,2.0,1.0,47.66369277578446,-122.32836574381416,79.0,9.0,0.0,2.0,0.0,277.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,2997.0,6.387814377297002,0.0400918449098171,0.0005086910512233089,2.0,2.4,0.0,85.0
2.0,1.0,1.0,1.0,47.66767781200834,-122.3284137681407,79.0,9.0,1.0,1.0,30.0,365.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,14.0,274.0,6.829611158972171,0.04407688113369801,0.0004606667246775942,1.0,4.666666666666667,0.0,95.0
2.0,1.0,1.0,1.0,47.66358478630542,-122.34072797645749,79.0,9.0,1.0,1.0,0.0,310.0,83.0,2.63,92.0,9.0,9.0,10.0,10.0,10.0,9.0,12.0,0.0,8.0,545.0,6.402355712441532,0.039983855430776316,0.011853541592103056,1.0,2.6666666666666665,30.4029304029304,57.0
2.0,0.0,1.0,1.0,47.65736664396986,-122.3267419776907,79.0,3.0,0.0,1.0,25.0,360.0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,9.0,2335.0,5.693635264441601,0.03376571309521381,0.00213245717468169,2.0,3.0,0.9090909090909091,75.0
3.0,0.0,1.0,1.0,47.66440367941576,-122.33812735653586,79.0,9.0,0.0,1.0,24.0,259.0,44.0,5.87,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,21.0,1851.0,6.476336449372227,0.040802748541118206,0.009252921670480418,3.0,5.25,7.370184254606365,120.0
6.0,1.0,6.0,1.0,47.654787431000194,-122.33651988462252,79.0,0.0,0.0,3.0,28.0,363.0,32.0,0.58,88.0,9.0,9.0,9.0,9.0,10.0,9.0,12.0,0.0,14.0,1744.0,5.4033390421565,0.0311865001255498,0.00764544975713477,3.0,2.0,47.05882352941177,120.0
2.0,1.0,1.0,1.0,47.65014724729702,-122.3417705080057,79.0,0.0,2.0,1.0,21.0,356.0,4.0,3.43,100.0,9.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,419.0,4.93153888530325,0.026546316422376037,0.01289607314031116,1.0,4.0,1.13314447592068,40.0
12.0,6.0,6.0,3.0,47.649236044709085,-122.3321802410851,79.0,9.0,0.0,2.0,0.0,121.0,24.0,1.29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,812.0,4.777004737217547,0.02563511383443995,0.0033058062197142135,1.7142857142857142,0.9230769230769231,17.26618705035971,490.0
2.0,1.0,1.0,1.0,47.67169512983537,-122.32487928245118,79.0,0.0,1.0,2.0,30.0,365.0,2.0,0.72,100.0,10.0,10.0,10.0,10.0,10.0,8.0,12.0,0.0,12.0,305.0,7.290015788873825,0.048094198960725976,0.0039951524142054495,1.0,4.0,2.4390243902439024,50.0
6.0,2.0,2.0,1.0,47.64784967397029,-122.33607883941548,79.0,9.0,0.0,2.0,0.0,190.0,5.0,0.81,96.0,10.0,10.0,10.0,10.0,9.0,10.0,12.0,0.0,14.0,3005.0,4.63269348905485,0.024248743095647285,0.007204404550094523,2.0,2.0,5.4945054945054945,200.0
1.0,1.0,1.0,1.0,47.65105572913226,-122.33098569942962,79.0,9.0,2.0,4.0,30.0,365.0,1.0,0.2,100.0,10.0,8.0,10.0,8.0,10.0,10.0,12.0,0.0,11.0,867.0,4.979684255745566,0.02745479825761521,0.002111264564234716,0.5,5.5,3.333333333333333,40.0
2.0,1.0,2.0,1.0,47.648115292177415,-122.33166537419878,79.0,9.0,0.0,4.0,21.0,140.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,17.0,1760.0,4.652711129644064,0.024514361302770737,0.002790939333394249,1.0,5.666666666666667,0.0,255.0
2.0,1.0,1.0,1.0,47.65437002180367,-122.32789618932952,79.0,9.0,1.0,1.0,28.0,359.0,88.0,5.88,97.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,16.0,536.0,5.356120114884251,0.030769090929027243,0.000978245535861788,1.0,5.333333333333333,14.715719063545151,95.0
2.0,1.0,1.0,1.0,47.65754175863111,-122.34153252138238,79.0,0.0,0.0,1.0,0.0,116.0,1.0,0.25,80.0,10.0,8.0,6.0,10.0,10.0,10.0,12.0,0.0,10.0,268.0,5.742489194336142,0.03394082775646723,0.01265808651699274,1.0,3.3333333333333335,2.857142857142857,160.0
2.0,1.0,1.0,2.0,47.66858110521485,-122.33688020592248,79.0,9.0,1.0,1.0,26.0,339.0,49.0,3.08,95.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,16.0,723.0,6.933537958636563,0.044980174340203405,0.008005771057099764,1.0,5.333333333333333,15.40880503144654,55.0
2.0,1.0,1.0,1.0,47.66029589021287,-122.34026075100036,79.0,9.0,1.0,2.0,24.0,83.0,5.0,1.42,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,837.0,6.035623465610963,0.036694959338227306,0.011386316134974095,1.0,4.333333333333333,3.289473684210526,85.0
8.0,4.0,3.0,1.0,47.669934292457256,-122.32668994810786,79.0,9.0,0.0,2.0,10.0,198.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,2511.0,7.086082873882777,0.04633336158261159,0.002184486757528248,1.6,1.4444444444444444,0.0,325.0
5.0,2.0,3.0,1.0,47.67146343960836,-122.33413317558308,79.0,0.0,0.0,1.0,13.0,76.0,32.0,2.74,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,19.0,1840.0,7.245839629407637,0.047862508733715003,0.005258740717692945,1.6666666666666667,3.1666666666666665,11.267605633802816,144.0
2.0,1.0,1.0,1.0,47.65837647388668,-122.32676554716288,79.0,9.0,1.0,3.0,0.0,19.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,17.0,2056.0,5.805331852792596,0.03477554301203867,0.002108887702505058,1.0,5.666666666666667,0.0,100.0
4.0,0.0,2.0,1.0,47.658538900609166,-122.32581803195674,79.0,0.0,0.0,3.0,30.0,349.0,86.0,1.98,95.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,0.0,14.0,592.0,5.828609369231049,0.034937969734521346,0.003056402908640621,4.0,2.8,41.34615384615385,115.0
2.0,1.0,1.0,2.0,47.66536801249707,-122.33999428735017,79.0,9.0,1.0,1.0,16.0,350.0,73.0,4.56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,16.0,723.0,6.594168707279151,0.041767081622424485,0.0111198524847822,1.0,5.333333333333333,15.665236051502148,55.0
3.0,1.0,1.0,1.0,47.6593870611002,-122.34188150985614,79.0,0.0,0.0,2.0,0.0,124.0,11.0,0.7,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,17.0,2691.0,5.948974925657339,0.03578613022555288,0.013007074990753154,1.5,4.25,13.750000000000002,95.0
4.0,3.0,3.0,2.0,47.64181148252343,-122.37407118740737,55.0,9.0,0.0,3.0,29.0,364.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,12.0,3000.0,5.048913844511159,0.018210551648785156,0.04519675254198319,1.0,2.4,0.0,175.0
4.0,1.0,2.0,1.0,47.646757454269526,-122.35279913111854,55.0,9.0,1.0,1.0,30.0,365.0,118.0,4.29,93.0,10.0,9.0,9.0,9.0,10.0,10.0,12.0,0.0,12.0,1783.0,4.7609451391374416,0.02315652339488139,0.02392469625316096,2.0,2.4,26.879271070615037,95.0
2.0,1.0,1.0,1.0,47.64169150649173,-122.35925504623052,55.0,9.0,1.0,2.0,30.0,365.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,10.0,1106.0,4.432848283319739,0.018090575617087268,0.030380611365131927,1.0,3.3333333333333335,0.0,100.0
2.0,1.0,1.0,1.0,47.64977536416141,-122.35798281170726,55.0,0.0,1.0,1.0,12.0,345.0,0.0,1.54,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,2.0,459.0,5.210314287207387,0.026174433286762167,0.029108376841875838,1.0,0.6666666666666666,0.0,46.0
2.0,1.0,1.0,1.0,47.64235821035005,-122.37404682885943,55.0,9.0,1.0,1.0,28.0,363.0,1.0,0.65,80.0,8.0,10.0,10.0,10.0,10.0,8.0,12.0,0.0,14.0,1244.0,5.095443027609917,0.018757279475401845,0.04517239399405071,1.0,4.666666666666667,1.3333333333333333,50.0
6.0,3.0,2.0,2.5,47.642622141001816,-122.36435474422646,55.0,9.0,0.0,3.0,29.0,178.0,6.0,0.88,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,16.0,2799.0,4.708675554027677,0.019021210127171173,0.035480309361076934,1.5,2.2857142857142856,6.122448979591836,445.0
2.0,1.0,1.0,1.0,47.64689453994919,-122.36143994699944,55.0,9.0,1.0,1.0,30.0,365.0,7.0,1.54,97.0,10.0,9.0,10.0,10.0,9.0,10.0,12.0,0.0,9.0,2320.0,5.022500795810152,0.023293609074542587,0.03256551213405601,1.0,3.0,4.268292682926829,75.0
4.0,2.0,2.0,1.0,47.65186065987389,-122.36499372093164,55.0,9.0,0.0,2.0,6.0,341.0,5.0,1.61,100.0,10.0,10.0,10.0,10.0,9.0,10.0,12.0,0.0,14.0,2849.0,5.634543700058318,0.028259728999245226,0.0361192860662527,1.3333333333333333,2.8,2.923976608187134,100.0
2.0,1.0,1.0,1.0,47.64763893577057,-122.35529433604732,55.0,9.0,0.0,2.0,0.0,144.0,2.0,0.37,80.0,9.0,9.0,10.0,10.0,10.0,10.0,12.0,0.0,8.0,1224.0,4.916356413949339,0.02403800489592811,0.0264199011819386,1.0,2.6666666666666665,4.25531914893617,130.0
5.0,3.0,3.0,3.0,47.64758831759029,-122.35889539343296,55.0,9.0,0.0,2.0,30.0,365.0,5.0,0.29,96.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,11.0,507.0,5.012698096387251,0.023987386715646153,0.030020958567575917,1.25,1.8333333333333333,12.82051282051282,235.0
4.0,1.0,1.0,1.0,47.64665843980952,-122.35681489262724,55.0,0.0,0.0,1.0,0.0,126.0,1.0,0.86,80.0,10.0,10.0,10.0,10.0,10.0,8.0,12.0,0.0,15.0,2757.0,4.85687107960126,0.023057508934876125,0.02794045776185783,2.0,3.0,1.0416666666666667,100.0
2.0,1.0,1.0,1.0,47.65247213891898,-122.36907776663206,55.0,0.0,0.0,1.0,0.0,111.0,2.0,0.44,80.0,9.0,9.0,8.0,8.0,9.0,10.0,12.0,0.0,12.0,2178.0,5.834290971525938,0.028871208044336072,0.04020333176667634,1.0,4.0,3.7037037037037033,120.0
4.0,0.0,2.0,1.0,47.65349155528919,-122.36974127038262,55.0,0.0,0.0,4.0,12.0,159.0,21.0,2.23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,16.0,2903.0,5.957468400311941,0.029890624414548483,0.040866835517235245,4.0,3.2,9.012875536480687,80.0
5.0,2.0,3.0,1.0,47.64530244683545,-122.36090611299028,55.0,0.0,0.0,2.0,12.0,283.0,60.0,2.64,97.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,22.0,2835.0,4.846271819490046,0.021701515960806717,0.032031678124894825,1.6666666666666667,3.6666666666666665,21.8978102189781,110.0
9.0,4.0,5.0,3.0,47.6452880124382,-122.37264242636508,55.0,9.0,0.0,3.0,30.0,365.0,2.0,0.04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,0.0,13.0,1736.0,5.294425280991977,0.02168708156355592,0.043767991499692016,1.8,1.3,14.285714285714285,395.0
2.0,1.0,1.0,1.0,47.64353087698336,-122.36083387335496,55.0,9.0,1.0,1.0,10.0,345.0,21.0,3.07,94.0,10.0,10.0,9.0,9.0,10.0,9.0,12.0,0.0,17.0,1511.0,4.668481600535024,0.0199299461087179,0.031959438489579384,1.0,5.666666666666667,6.624605678233439,88.0
